label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
WT,3,1,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,90.4,Cryptography & Network Security,83.2,Microcontroller & Embedded Systems,75.1,Database Management Systems,74.0,Data Structures and Algorithms,72.9,gpio|sensor|embedded|esp32|arduino|mqtt
DWM,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,98.5,Artificial Intelligence,84.9,Python,79.5,Full Stack Development,76.0,Database Management Systems,72.8,mongodb|dashboard|data mining|analytics|tableau
WT,3,1,Data Science & Analytics|Network & Wireless Systems|Mobile & IoT Development,Cryptography & Network Security,67.2,Automata Theory,55.8,Digital Logic & Design,55.0,Database Management Systems,53.9,Data Structures and Algorithms,52.6,microcontroller|embedded|wireless|arduino
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Engineering Mathematics-III,43.8,Artificial Intelligence,37.7,Digital Logic & Design,34.2,Engineering Mathematics-IV,33.8,Cryptography & Network Security,32.1,sklearn|numpy|neural network|pandas|deep learning|regression|python|nlp
CCS,4,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics|Network & Wireless Systems,Python,81.3,Full Stack Development,70.6,Operating Systems,70.3,Data Structures and Algorithms,61.9,Database Management Systems,60.6,node|ci/cd|docker|aws|devops|serverless|react|cloud|terraform
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,Data Structures and Algorithms,100.0,Computer Networks,100.0,Digital Logic & Design,95.3,Engineering Mathematics-III,90.2,Microcontroller & Embedded Systems,90.2,sensor|microcontroller|esp32|nlp
DWM,1,2,Data Science & Analytics,Software Engineering,85.6,Operating Systems,85.1,Cryptography & Network Security,82.8,Database Management Systems,77.7,Java,76.7,mongodb|etl|data mining|sql|analytics|tableau
CCS,3,2,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Engineering Mathematics-III,100.0,Data Structures and Algorithms,100.0,Database Management Systems,100.0,Computer Networks,100.0,Python,100.0,node|kubernetes|ci/cd|docker|azure|devops|serverless|fullstack|cloud|terraform
DWM,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,50.8,Design & Analysis of Algorithms,49.9,Data Structures and Algorithms,49.7,IoT,42.4,Database Management Systems,41.3,mongodb|data warehouse|dashboard|postgresql|etl|data mining|analytics|tableau
DWM,1,2,Data Science & Analytics,Engineering Mathematics-IV,83.5,C++,76.6,Operating Systems,75.3,IoT,69.3,Design & Analysis of Algorithms,69.1,power bi|data warehouse|dashboard|mongodb|postgresql|fullstack|analytics|sql|tableau
ML,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-III,95.5,Artificial Intelligence,90.2,Computer Networks,85.7,Python,84.1,Software Engineering,83.3,sklearn|numpy|mongodb|neural network|python|nlp
WT,2,3,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,58.4,Full Stack Development,57.5,Data Structures and Algorithms,56.2,Python,52.1,Automata Theory,51.1,gpio|iot|embedded|esp32|arduino|sql|raspberry pi|mqtt|bluetooth
DWM,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Data Structures and Algorithms,83.7,Engineering Mathematics-III,81.1,Artificial Intelligence,80.3,Operating Systems,79.2,Engineering Mathematics-IV,77.2,power bi|mongodb|dashboard|tensorflow|etl|data mining|analytics|tableau
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,100.0,Microcontroller & Embedded Systems,99.6,Computer Networks,94.4,Automata Theory,87.0,Design & Analysis of Algorithms,87.0,microcontroller|esp32|postgresql|arduino
WT,1,2,Network & Wireless Systems,Engineering Mathematics-IV,76.2,Computer Networks,67.70758957682374,IoT,66.8,Data Structures and Algorithms,61.6,Database Management Systems,56.0,gpio|iot|sensor|embedded|esp32|wireless|raspberry pi|bluetooth
ML,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Engineering Mathematics-IV,64.3,Java,63.9,Operating Systems,61.8,Python,53.8,Database Management Systems,52.3,sklearn|power bi|keras|deep learning|pytorch
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Operating Systems,87.5,Engineering Mathematics-III,73.4,Java,71.6,Python,70.1,Artificial Intelligence,68.8,sklearn|numpy|classification|tensorflow|pandas|deep learning|regression|python|bluetooth
CCS,3,1,Cloud & Distributed Systems|Web Development|Data Science & Analytics,Full Stack Development,85.4,Computer Networks,79.1,Python,77.8,Engineering Mathematics-IV,75.4,Engineering Mathematics-III,73.2,ci/cd|azure|serverless|fullstack|cloud
DWM,1,1,Data Science & Analytics,Engineering Mathematics-III,100.0,Data Structures and Algorithms,100.0,Database Management Systems,100.0,Computer Networks,100.0,Microcontroller & Embedded Systems,100.0,data warehouse|dashboard|sql|etl
DWM,1,1,Data Science & Analytics,Computer Networks,89.4,Data Structures and Algorithms,87.1,Operating Systems,77.2,Database Management Systems,77.1,Artificial Intelligence,76.92781734444563,power bi|data mining|mongodb|analytics
ML,4,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development|Network & Wireless Systems,IoT,65.6,Python,58.1,Full Stack Development,56.8,Software Engineering,55.7,Engineering Mathematics-III,54.5,numpy|keras|deep learning|neural network|regression|python
ML,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Network & Wireless Systems,Engineering Mathematics-IV,94.3,Python,91.8,Engineering Mathematics-III,89.9,Full Stack Development,88.0,Artificial Intelligence,86.9,numpy|classification|machine learning|pandas|tensorflow|keras|analytics|deep learning|regression
DWM,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,77.3,Operating Systems,75.9,Database Management Systems,63.0,Full Stack Development,61.4,Computer Networks,61.2,power bi|microcontroller|sensor|dashboard|data warehouse|postgresql|etl|data mining|analytics
DWM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Python,68.3,C++,67.7,Software Engineering,66.1,Full Stack Development,66.0,Cryptography & Network Security,63.4,mongodb|dashboard|data warehouse|sql|tableau
DWM,1,1,Data Science & Analytics,Data Structures and Algorithms,88.9,Database Management Systems,74.5,Software Engineering,68.1,Full Stack Development,67.8,Artificial Intelligence,65.9,data warehouse|postgresql|analytics|etl
CCS,4,0,Web Development|Cloud & Distributed Systems|Data Science & Analytics|Artificial Intelligence & Machine Learning,Full Stack Development,91.8,Operating Systems,81.9,Engineering Mathematics-IV,78.7,Computer Networks,72.4,Python,70.83310417882609,
WT,2,4,Mobile & IoT Development|Network & Wireless Systems,Automata Theory,84.9,Operating Systems,73.5,Digital Logic & Design,72.9,Microcontroller & Embedded Systems,71.9,Computer Networks,70.0,microcontroller|gpio|iot|sensor|embedded|devops|wireless|arduino|fullstack|raspberry pi
WT,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,74.6,Data Structures and Algorithms,65.79220264276078,Database Management Systems,64.46748329199956,Computer Networks,60.0,Microcontroller & Embedded Systems,59.1,microcontroller|sensor|embedded|raspberry pi|mqtt
CCS,1,3,Web Development,Software Engineering,62.4,Full Stack Development,61.4,Data Structures and Algorithms,55.8,Artificial Intelligence,45.7,Computer Networks,43.9,ci/cd|docker|fullstack|aws|devops|esp32|serverless|react|cloud|terraform
DWM,2,1,Data Science & Analytics|Web Development,Engineering Mathematics-IV,79.4,Automata Theory,72.8,Computer Networks,68.5,Engineering Mathematics-III,64.3,Data Structures and Algorithms,63.9,power bi|mongodb|etl|analytics|tableau
ML,3,4,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Artificial Intelligence,95.8,Database Management Systems,92.1,Automata Theory,88.1,Data Structures and Algorithms,87.5,Python,86.6,sklearn|numpy|machine learning|pytorch|tensorflow|pandas|neural network|cloud|regression|python
WT,1,0,Network & Wireless Systems,Operating Systems,68.3,IoT,65.5,Database Management Systems,62.3,Cryptography & Network Security,59.1,Design & Analysis of Algorithms,55.2,
WT,1,1,Mobile & IoT Development,Operating Systems,61.0,Computer Networks,60.8,IoT,56.9,Digital Logic & Design,52.2,Microcontroller & Embedded Systems,52.1,gpio|sensor|esp32|arduino|wireless|bluetooth
DWM,1,1,Data Science & Analytics,Engineering Mathematics-IV,73.7,Python,73.2,Automata Theory,70.8,Database Management Systems,64.1,Engineering Mathematics-III,61.2,data warehouse|mongodb|analytics|tableau
CCS,1,1,Cloud & Distributed Systems,Java,93.1,Database Management Systems,87.74146446852872,Data Structures and Algorithms,81.06367940280168,Python,80.7,Software Engineering,79.4,node|ci/cd|devops|serverless|cloud
ML,2,4,Artificial Intelligence & Machine Learning|Data Science & Analytics,IoT,74.2,Engineering Mathematics-IV,72.2,Automata Theory,72.0,Operating Systems,71.6,Full Stack Development,71.6,sklearn|numpy|classification|machine learning|ci/cd|iot|tensorflow|pandas|deep learning|pytorch
CCS,3,3,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Java,88.0,C++,86.3,Database Management Systems,85.86893573009732,Full Stack Development,82.0,Python,77.5,power bi|kubernetes|data warehouse|docker|azure|aws|devops|cloud|terraform
WT,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,98.0,Artificial Intelligence,97.7,Design & Analysis of Algorithms,92.1,Python,84.0,Engineering Mathematics-III,83.2,microcontroller|sensor|embedded|wireless|arduino|esp32|raspberry pi|bluetooth
WT,3,1,Mobile & IoT Development|Network & Wireless Systems|Data Science & Analytics,Microcontroller & Embedded Systems,71.3,Full Stack Development,53.1,Engineering Mathematics-IV,49.0,IoT,48.0,Database Management Systems,43.7,raspberry pi|gpio
WT,3,0,Mobile & IoT Development|Network & Wireless Systems|Data Science & Analytics,Automata Theory,54.7,IoT,51.2,Microcontroller & Embedded Systems,49.7,Engineering Mathematics-III,43.9,Computer Networks,41.5,
CCS,2,2,Cloud & Distributed Systems|Web Development,Full Stack Development,100.0,Engineering Mathematics-IV,96.4,Data Structures and Algorithms,85.0,Python,76.66766208656962,Automata Theory,76.0,kubernetes|ci/cd|sensor|docker|azure|devops|serverless|fullstack|cloud
ML,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Python,96.6,Database Management Systems,91.18815077013178,Data Structures and Algorithms,85.6770669621526,Full Stack Development,81.9,Software Engineering,81.7,numpy|classification|machine learning|pandas|keras|deep learning|pytorch|cloud|regression|python
CCS,3,0,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Computer Networks,100.0,Full Stack Development,100.0,C++,95.8,Database Management Systems,95.4,Engineering Mathematics-III,94.0,
DWM,2,4,Data Science & Analytics|Web Development,Engineering Mathematics-IV,95.6,Software Engineering,91.0,Cryptography & Network Security,89.9,Artificial Intelligence,89.8,Java,87.4,power bi|mongodb|dashboard|postgresql|etl|data mining|analytics|sql|tableau
ML,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Operating Systems,64.9,Artificial Intelligence,61.3,Java,61.2,Data Structures and Algorithms,61.0,Design & Analysis of Algorithms,56.8,sklearn|numpy|classification|neural network|machine learning|tensorflow|pandas|keras|deep learning|pytorch
CCS,1,2,Web Development,Python,91.45960809960594,Database Management Systems,81.1,Software Engineering,76.6,IoT,73.8,Automata Theory,70.9,kubernetes|react|ci/cd|docker|aws|serverless|fullstack|cloud|terraform
ML,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Computer Networks,87.53038757907132,Python,85.1,Engineering Mathematics-III,83.1,Cryptography & Network Security,79.9,Java,75.7,sklearn|numpy|machine learning|pytorch|pandas|deep learning|regression|nlp
WT,3,3,Network & Wireless Systems|Mobile & IoT Development|Data Science & Analytics,Computer Networks,100.0,Digital Logic & Design,92.6,Engineering Mathematics-III,89.1,IoT,89.1,Full Stack Development,86.85821521737032,gpio|iot|sensor|pandas|wireless|deep learning|mqtt
ML,2,1,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Python,53.5,Data Structures and Algorithms,47.9,Artificial Intelligence,46.8,Engineering Mathematics-III,46.4,Design & Analysis of Algorithms,45.3,numpy|classification|neural network|keras|pytorch|regression
DWM,1,2,Data Science & Analytics,Database Management Systems,47.1,Full Stack Development,46.3,Operating Systems,45.4,Engineering Mathematics-IV,41.8,Java,40.3,data warehouse|mongodb|postgresql|etl|data mining|analytics|sql|nlp
WT,2,4,Network & Wireless Systems|Data Science & Analytics,Microcontroller & Embedded Systems,65.8,IoT,64.5,Automata Theory,55.2,Cryptography & Network Security,46.6,Database Management Systems,45.7,microcontroller|gpio|embedded|esp32|wireless|arduino|raspberry pi|mqtt|bluetooth
ML,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Automata Theory,66.5,Cryptography & Network Security,59.6,Software Engineering,59.4,Python,55.8,Database Management Systems,53.5,sklearn|machine learning|pytorch|pandas|tensorflow|deep learning|neural network|nlp
CCS,1,1,Web Development,Computer Networks,96.77031024864606,Software Engineering,82.4,Data Structures and Algorithms,77.5,Automata Theory,75.5,Engineering Mathematics-III,74.9,node|ci/cd|raspberry pi|docker|devops|cloud
CCS,3,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Data Structures and Algorithms,87.7,Full Stack Development,78.0,Operating Systems,77.4,Engineering Mathematics-IV,74.4,Software Engineering,71.8,kubernetes|fullstack|devops|react|cloud|tableau
CCS,2,4,Web Development|Cloud & Distributed Systems,Database Management Systems,56.4,Operating Systems,46.0,Engineering Mathematics-IV,45.0,Java,43.9,Full Stack Development,43.6,kubernetes|react|ci/cd|docker|azure|serverless|fullstack|cloud
CCS,3,2,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Database Management Systems,100.0,Data Structures and Algorithms,96.88330066035688,Operating Systems,86.3,Computer Networks,79.8,Digital Logic & Design,76.8,node|kubernetes|react|ci/cd|aws|fullstack|cloud
DWM,1,3,Data Science & Analytics,Python,87.0,Full Stack Development,76.31194341014125,Automata Theory,75.0,Computer Networks,73.96211951182649,C++,69.2,power bi|data warehouse|dashboard|mongodb|postgresql|etl|data mining|analytics|sql|tableau
CCS,1,3,Web Development,Engineering Mathematics-III,95.1,Database Management Systems,93.6,Software Engineering,82.5,Full Stack Development,81.4,Automata Theory,77.2,kubernetes|ci/cd|docker|aws|devops|serverless|react|terraform
CCS,2,3,Cloud & Distributed Systems|Web Development,Database Management Systems,61.9,Software Engineering,47.0,Data Structures and Algorithms,41.5,Artificial Intelligence,35.1,Operating Systems,34.4,node|kubernetes|raspberry pi|azure|aws|devops|serverless|fullstack|cloud|terraform
WT,1,1,Network & Wireless Systems,Computer Networks,61.1,Design & Analysis of Algorithms,48.8,IoT,41.3,Engineering Mathematics-III,39.1,Data Structures and Algorithms,35.4,raspberry pi|wireless|fullstack
WT,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,57.4,Software Engineering,53.3,IoT,51.0,C++,49.9,Cryptography & Network Security,49.0,gpio|data mining|wireless|arduino|mqtt|bluetooth
WT,3,0,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Operating Systems,100.0,Computer Networks,100.0,Full Stack Development,100.0,Software Engineering,98.4,IoT,97.5,
DWM,1,2,Data Science & Analytics,Operating Systems,61.9,Software Engineering,58.4,Database Management Systems,58.3,Automata Theory,53.2,Computer Networks,51.2,power bi|mongodb|dashboard|postgresql|data mining|sql|tableau
CCS,1,3,Cloud & Distributed Systems,Cryptography & Network Security,58.7,Operating Systems,39.5,Full Stack Development,30.4,Java,28.9,Python,26.2,node|kubernetes|ci/cd|docker|azure|aws|serverless|react|terraform
WT,2,0,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,83.1,Python,63.0,Design & Analysis of Algorithms,58.0,Software Engineering,57.5,Engineering Mathematics-IV,56.0,
ML,2,3,Data Science & Analytics|Network & Wireless Systems,Artificial Intelligence,64.4,Engineering Mathematics-IV,60.1,Cryptography & Network Security,58.9,C++,55.8,Data Structures and Algorithms,54.0,sklearn|classification|machine learning|pytorch|tensorflow|pandas|keras|etl|neural network|python
ML,1,0,Data Science & Analytics,Engineering Mathematics-III,80.5,Python,71.3,Database Management Systems,63.7,Artificial Intelligence,57.9,IoT,53.6,
WT,3,3,Mobile & IoT Development|Network & Wireless Systems|Data Science & Analytics,Digital Logic & Design,73.4,Computer Networks,52.9,Engineering Mathematics-IV,45.1,Design & Analysis of Algorithms,42.6,IoT,42.5,microcontroller|tableau|gpio|sensor|embedded|wireless|arduino|mqtt|terraform|bluetooth
CCS,2,4,Cloud & Distributed Systems|Data Science & Analytics,Design & Analysis of Algorithms,57.1,Digital Logic & Design,54.4,C++,54.3,Software Engineering,53.9,Automata Theory,52.4,node|react|iot|docker|azure|aws|devops|serverless|fullstack|cloud
CCS,2,3,Cloud & Distributed Systems|Network & Wireless Systems,Engineering Mathematics-III,79.5,Computer Networks,69.7,C++,61.1,Operating Systems,60.9,Database Management Systems,60.5,node|kubernetes|ci/cd|iot|azure|devops|serverless|wireless|fullstack|cloud
WT,2,1,Network & Wireless Systems|Cloud & Distributed Systems,IoT,74.4,Data Structures and Algorithms,73.5,Python,69.3,Software Engineering,67.4,Java,65.4,gpio|esp32|mqtt|arduino
WT,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Operating Systems,40.6,Java,35.2,Automata Theory,31.3,Computer Networks,31.0,Database Management Systems,30.5,microcontroller|classification|iot|embedded|wireless|raspberry pi|mqtt|bluetooth
ML,2,2,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Artificial Intelligence,95.8,C++,92.6,Python,92.4,Microcontroller & Embedded Systems,90.7,Operating Systems,89.5,numpy|classification|machine learning|pandas|aws|regression|nlp
CCS,1,1,Cloud & Distributed Systems,IoT,85.9,C++,76.8,Automata Theory,73.3,Operating Systems,71.7,Digital Logic & Design,69.1,cloud|ci/cd|fullstack
CCS,1,4,Cloud & Distributed Systems,Full Stack Development,66.9,Design & Analysis of Algorithms,66.8,Engineering Mathematics-III,60.6,Software Engineering,59.3,Python,59.2,node|kubernetes|ci/cd|docker|keras|azure|aws|devops|serverless|fullstack
ML,2,1,Data Science & Analytics|Cloud & Distributed Systems,Design & Analysis of Algorithms,48.8,Python,48.0,Database Management Systems,40.1,Java,39.2,Artificial Intelligence,35.8,sklearn|numpy|keras|esp32|deep learning|neural network|regression
ML,3,4,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Data Structures and Algorithms,85.3,Java,82.8,Artificial Intelligence,80.4,Design & Analysis of Algorithms,79.7,Database Management Systems,74.9,sklearn|power bi|classification|machine learning|tensorflow|pandas|keras|devops|pytorch|regression
CCS,2,1,Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,76.7,Computer Networks,68.59395838958869,Software Engineering,61.0,Microcontroller & Embedded Systems,57.43551522131191,Digital Logic & Design,46.4,kubernetes|docker|aws|devops|cloud
CCS,3,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,67.3,Operating Systems,63.3,Data Structures and Algorithms,58.1,IoT,48.8,C++,47.1,node|kubernetes|docker|devops|serverless|cloud|terraform
CCS,1,3,Web Development,Engineering Mathematics-IV,51.4,Python,49.4586544222131,Full Stack Development,49.0,Software Engineering,43.1,Database Management Systems,38.8,node|kubernetes|ci/cd|iot|azure|aws|serverless|fullstack|python
DWM,2,2,Data Science & Analytics|Web Development,Database Management Systems,64.2,Data Structures and Algorithms,60.3,IoT,58.5,Computer Networks,56.91082069598297,Cryptography & Network Security,56.7,power bi|mongodb|data warehouse|postgresql|etl|data mining|sql|tableau
ML,4,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems|Network & Wireless Systems,Cryptography & Network Security,55.8,Database Management Systems,44.7,Operating Systems,44.3,C++,42.0,Full Stack Development,41.5,sklearn|kubernetes|neural network|classification|machine learning|pytorch|keras|deep learning|regression|nlp
DWM,2,3,Data Science & Analytics|Cloud & Distributed Systems,Full Stack Development,58.9,Computer Networks,56.4,Database Management Systems,54.1,Python,53.1,Data Structures and Algorithms,43.7,power bi|mongodb|dashboard|data warehouse|postgresql|etl|data mining|arduino|tableau
ML,1,2,Data Science & Analytics,Artificial Intelligence,83.1,Software Engineering,78.9,IoT,76.6,Database Management Systems,71.4,Operating Systems,70.0,sklearn|classification|pandas|neural network|python|bluetooth
ML,2,2,Data Science & Analytics|Web Development,Software Engineering,85.8,Operating Systems,77.9,C++,75.4,Full Stack Development,74.7,Design & Analysis of Algorithms,67.6,sklearn|numpy|pytorch|pandas|keras|regression|nlp
ML,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Network & Wireless Systems,Computer Networks,77.0,Data Structures and Algorithms,70.07029163687483,Database Management Systems,66.74141675834805,Python,60.9,Cryptography & Network Security,58.7,sklearn|pytorch|dashboard|pandas|tensorflow|keras|arduino|deep learning|neural network
ML,2,4,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Engineering Mathematics-IV,67.1,Engineering Mathematics-III,63.6,Artificial Intelligence,61.4,Database Management Systems,60.9,Data Structures and Algorithms,54.4,sklearn|numpy|classification|ci/cd|dashboard|pandas|keras|deep learning|neural network|regression
DWM,1,3,Data Science & Analytics,Operating Systems,51.9,Artificial Intelligence,44.9,Python,40.6,Engineering Mathematics-IV,39.8,Full Stack Development,37.9,power bi|mongodb|dashboard|postgresql|keras|data mining|analytics|fullstack|regression|tableau
WT,4,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems|Data Science & Analytics,IoT,45.0,Java,36.5,Engineering Mathematics-IV,34.2,Microcontroller & Embedded Systems,31.8,Database Management Systems,31.4,microcontroller|sensor|embedded|wireless|arduino|raspberry pi|mqtt
ML,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Full Stack Development,62.38445956999864,Java,59.3,Computer Networks,59.212551734139126,IoT,57.7,Python,56.0,sklearn|classification|data warehouse|pandas|keras|deep learning|regression|python|nlp
ML,1,2,Artificial Intelligence & Machine Learning,Automata Theory,56.5,Database Management Systems,56.1,Computer Networks,53.8,Artificial Intelligence,43.8,Full Stack Development,40.1,numpy|neural network|machine learning|pandas|docker|pytorch|python|nlp
WT,2,3,Network & Wireless Systems|Mobile & IoT Development,Engineering Mathematics-III,100.0,Digital Logic & Design,100.0,Design & Analysis of Algorithms,97.4,Microcontroller & Embedded Systems,96.1,Data Structures and Algorithms,95.2,gpio|ci/cd|embedded|wireless|arduino|mqtt|bluetooth
DWM,1,2,Data Science & Analytics,Design & Analysis of Algorithms,85.2,Database Management Systems,77.6,Artificial Intelligence,73.9,Python,73.5,Full Stack Development,72.1,power bi|tableau|mongodb|data warehouse|postgresql|data mining|regression|bluetooth
CCS,2,2,Web Development|Cloud & Distributed Systems,Artificial Intelligence,70.1,Java,69.7,Engineering Mathematics-IV,66.7,Data Structures and Algorithms,60.9,C++,60.5,react|ci/cd|aws|serverless|fullstack
WT,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Java,83.7,IoT,76.8,Full Stack Development,66.4,Microcontroller & Embedded Systems,66.2,Operating Systems,65.2,microcontroller|gpio|iot|sensor|arduino
CCS,2,2,Web Development|Cloud & Distributed Systems,Artificial Intelligence,70.32928579580157,Database Management Systems,66.9,Software Engineering,65.6,Python,62.92623956039172,Full Stack Development,57.1,docker|azure|serverless|fullstack|cloud
DWM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Python,86.4,Database Management Systems,78.9,Software Engineering,75.6,Engineering Mathematics-IV,72.5,Artificial Intelligence,71.3,data warehouse|dashboard|postgresql|etl|sql|analytics|tableau
DWM,2,2,Data Science & Analytics|Web Development,Data Structures and Algorithms,76.5,Java,59.3,Full Stack Development,55.8,Engineering Mathematics-IV,53.6,Database Management Systems,51.1,power bi|data warehouse|dashboard|mongodb|postgresql|data mining|sql|arduino|tableau
CCS,3,3,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Full Stack Development,39.9,Cryptography & Network Security,34.7,Artificial Intelligence,33.6,Automata Theory,33.3,Digital Logic & Design,27.8,node|ci/cd|docker|azure|aws|serverless|wireless|cloud
WT,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Engineering Mathematics-III,72.1,Engineering Mathematics-IV,63.0,Cryptography & Network Security,53.5,Java,53.2,IoT,52.3,microcontroller|gpio|embedded|devops|wireless|arduino|esp32|raspberry pi|mqtt|bluetooth
CCS,1,2,Cloud & Distributed Systems,Full Stack Development,70.8,Computer Networks,68.3,Digital Logic & Design,68.2,C++,57.3,Data Structures and Algorithms,56.0,kubernetes|docker|azure|serverless|react|neural network|cloud|terraform|tableau
WT,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,94.4,Engineering Mathematics-III,85.5,Computer Networks,84.23144775829174,Engineering Mathematics-IV,77.6,Full Stack Development,75.86314561649525,microcontroller|sensor|embedded|etl|esp32|arduino|raspberry pi
ML,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Python,44.9,Computer Networks,37.31529731124555,Data Structures and Algorithms,34.1,Full Stack Development,33.32332620557851,Database Management Systems,28.4,numpy|keras|deep learning|regression|python|nlp
ML,2,4,Data Science & Analytics|Web Development,C++,70.1,Artificial Intelligence,69.2,Database Management Systems,64.1,Engineering Mathematics-IV,56.0,Data Structures and Algorithms,53.0,sklearn|numpy|classification|pandas|fullstack|deep learning|regression|python|nlp
CCS,1,1,Web Development,Full Stack Development,91.8,Artificial Intelligence,83.8,Data Structures and Algorithms,83.1,Database Management Systems,82.5,Engineering Mathematics-III,81.7,kubernetes|react
CCS,1,1,Web Development,Python,75.75881892005438,Engineering Mathematics-III,73.3,Cryptography & Network Security,68.3,C++,65.5,Artificial Intelligence,63.25489207790905,kubernetes|ci/cd|devops|serverless|tableau
DWM,3,3,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Full Stack Development,66.4,Python,51.4,Design & Analysis of Algorithms,50.0,Java,46.2,Database Management Systems,43.4,power bi|kubernetes|microcontroller|data warehouse|dashboard|mongodb|postgresql|data mining|sql|analytics
ML,1,2,Artificial Intelligence & Machine Learning,Computer Networks,29.895772315686642,Automata Theory,27.7,Artificial Intelligence,17.4,Full Stack Development,15.135339389897586,Java,13.8,numpy|classification|tensorflow|pandas|keras|regression|nlp
CCS,1,3,Cloud & Distributed Systems,Operating Systems,80.3,Automata Theory,71.1,Artificial Intelligence,70.4,Python,69.6,Computer Networks,69.2,node|kubernetes|react|ci/cd|docker|aws|devops|serverless|fullstack|cloud
DWM,1,2,Data Science & Analytics,Python,100.0,Full Stack Development,100.0,Design & Analysis of Algorithms,98.1,Database Management Systems,97.0,Computer Networks,94.75116329170017,power bi|react|mongodb|dashboard|data warehouse|etl|data mining|esp32|analytics|sql
ML,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Design & Analysis of Algorithms,100.0,Data Structures and Algorithms,85.5,Java,83.8,Full Stack Development,76.4,Artificial Intelligence,72.1,numpy|pytorch|tensorflow|embedded|keras|neural network|regression
CCS,2,3,Web Development|Cloud & Distributed Systems,Full Stack Development,100.0,Software Engineering,94.6,Computer Networks,93.0,Automata Theory,91.1,IoT,91.0,react|ci/cd|docker|azure|aws|sql|fullstack|terraform
CCS,2,3,Cloud & Distributed Systems|Web Development,Design & Analysis of Algorithms,69.0,Python,63.012238054497466,Full Stack Development,60.4,Database Management Systems,59.7,Engineering Mathematics-IV,57.8,kubernetes|ci/cd|docker|azure|aws|devops|serverless|react|terraform|tableau
