student_id,archetype,semester,current_cgpa,current_sgpa,previous_sgpa,sgpa_trend,attendance,lab_performance,project_score,participation_score,extracurricular,dept_avg,num_subjects,num_backlogs,num_strong_subjects,num_weak_subjects,avg_subject_score,min_subject_score,max_subject_score,std_subject_score,practical_avg,theory_avg,credits_completed_ratio,next_sgpa
STU_03129,failing,7,0.0,0.0,0.0,0.0,21.8,22.9,12.4,8.8,20.0,6.02,3,3,0,3,14.2,2.0,24.0,9.1,20.3,2.0,0.75,0.0
STU_03130,above_avg,4,4.29,6.45,2.37,4.08,76.1,56.0,67.5,100.0,39.9,7.28,7,0,2,2,59.4,46.7,77.5,10.7,61.8,58.4,0.38,8.78
STU_03131,below_avg,3,0.23,0.0,0.0,0.0,64.2,33.4,26.9,42.2,49.3,6.68,6,6,0,6,23.1,6.0,39.0,10.3,29.1,20.0,0.25,1.64
STU_03132,average,6,1.96,1.12,2.56,-1.44,67.0,58.4,55.1,56.2,27.3,6.29,4,2,0,4,35.3,17.8,48.5,11.7,41.1,17.8,0.62,4.67
STU_03133,strong,4,5.79,6.32,4.26,2.06,83.0,84.6,69.9,69.7,43.9,6.48,7,0,2,2,62.4,41.7,74.8,12.0,71.7,58.8,0.38,7.56
STU_03134,strong,5,6.09,6.22,6.77,-0.55,86.9,70.3,49.1,42.1,77.1,7.32,4,0,0,0,59.0,50.5,66.7,7.4,66.3,51.6,0.5,6.88
STU_03135,above_avg,3,5.82,7.05,4.16,2.89,81.4,80.4,68.1,73.2,28.2,6.35,6,0,2,1,63.1,48.3,80.1,10.8,67.1,61.1,0.25,7.36
STU_03136,average,7,3.68,2.5,5.62,-3.12,67.0,89.4,65.1,70.8,46.1,6.43,3,1,1,1,60.2,38.4,72.8,15.5,71.2,38.4,0.75,4.5
STU_03137,topper,4,8.53,8.36,9.16,-0.8,90.1,83.5,81.6,69.7,49.6,6.99,7,0,5,0,74.1,69.1,78.7,3.5,73.3,74.4,0.38,9.11
STU_03138,strong,3,7.51,7.47,7.37,0.1,90.5,76.0,81.9,45.1,41.2,7.85,6,0,4,0,70.7,58.7,82.3,7.8,78.3,66.8,0.25,7.23
STU_03139,strong,4,7.83,8.55,6.68,1.87,81.0,97.1,64.3,37.1,55.4,6.58,7,0,5,0,77.8,65.5,92.3,8.8,86.3,74.3,0.38,6.67
STU_03140,strong,6,7.22,5.75,8.56,-2.81,94.9,89.8,78.9,73.1,29.7,6.35,4,0,1,1,62.6,43.9,78.4,12.3,68.8,43.9,0.62,7.17
STU_03141,below_avg,3,0.33,0.84,0.74,0.1,62.5,34.2,41.8,47.7,18.5,6.04,6,5,0,6,23.7,2.0,40.0,13.5,33.0,19.0,0.25,0.59
STU_03142,average,7,2.07,0.83,3.25,-2.42,85.0,51.8,42.0,75.8,10.6,4.78,3,2,0,3,39.4,35.0,46.3,5.0,41.5,35.0,0.75,1.17
STU_03143,below_avg,4,0.9,0.73,0.63,0.1,59.9,16.4,32.0,45.8,0.0,6.7,7,6,0,7,27.4,18.1,41.4,9.4,19.3,30.7,0.38,3.44
STU_03144,average,4,1.11,1.82,0.89,0.93,67.4,47.5,68.8,34.3,31.7,7.61,7,4,0,7,36.6,21.3,49.7,9.3,39.2,35.6,0.38,1.33
STU_03145,above_avg,4,3.91,3.41,4.63,-1.22,73.8,57.2,59.6,45.9,3.9,6.22,7,2,0,5,45.4,21.6,69.5,14.7,54.9,41.6,0.38,3.44
STU_03146,average,3,0.81,0.26,1.05,-0.79,57.0,32.1,68.7,43.1,17.3,7.04,6,5,0,6,32.9,21.1,46.7,8.0,37.4,30.6,0.25,0.45
STU_03147,strong,7,8.29,8.33,7.0,1.33,93.3,69.5,50.8,67.9,51.7,7.97,3,0,3,0,74.9,70.3,83.8,6.3,77.2,70.3,0.75,10.0
STU_03148,strong,5,8.44,7.89,7.59,0.3,81.9,84.6,78.2,77.8,19.7,6.26,4,0,3,0,73.5,61.6,88.9,9.8,79.8,67.2,0.5,10.0
STU_03149,topper,6,10.0,10.0,10.0,0.0,92.5,76.4,75.1,88.7,67.1,6.45,4,0,4,0,87.7,82.9,91.7,3.3,88.0,86.8,0.62,10.0
STU_03150,below_avg,4,0.4,0.73,0.21,0.52,51.0,10.3,21.2,59.2,39.8,6.92,7,6,0,7,17.4,6.6,43.6,12.2,11.1,19.9,0.38,0.0
STU_03151,average,6,3.9,5.75,2.0,3.75,64.1,61.2,46.5,20.7,55.3,7.49,4,0,0,1,58.2,47.1,68.4,7.5,61.9,47.1,0.62,7.0
STU_03152,average,7,3.61,0.67,5.5,-4.83,79.7,41.7,51.2,37.1,0.0,5.67,3,2,0,3,28.1,5.9,44.2,16.2,39.2,5.9,0.75,1.0
STU_03153,strong,4,7.7,7.95,6.79,1.16,89.7,100.0,54.8,58.6,29.2,4.66,7,0,4,0,73.1,65.5,85.2,6.9,80.1,70.3,0.38,7.56
STU_03154,below_avg,3,0.47,0.42,0.26,0.16,72.7,30.2,50.0,48.4,42.1,4.0,6,5,0,6,15.6,2.0,42.0,12.6,26.2,10.3,0.25,0.32
STU_03155,below_avg,3,0.0,0.0,0.0,0.0,62.5,33.9,62.3,30.2,40.4,5.28,6,6,0,6,21.0,2.0,37.2,14.0,33.4,14.8,0.25,0.0
STU_03156,above_avg,6,4.14,2.88,5.44,-2.56,81.7,59.3,26.4,53.0,70.3,7.09,4,1,0,2,52.2,35.5,69.9,13.2,57.8,35.5,0.62,5.0
STU_03157,topper,4,9.63,10.0,10.0,0.0,97.5,100.0,74.8,94.9,71.8,7.09,7,0,7,0,95.9,81.0,100.0,6.3,97.8,95.1,0.38,10.0
STU_03158,above_avg,4,4.05,4.5,2.47,2.03,82.0,56.2,64.7,59.8,39.9,7.52,7,2,0,3,49.3,32.0,63.2,12.0,48.5,49.7,0.38,7.33
STU_03159,inconsistent,3,7.97,6.53,9.26,-2.73,55.0,69.7,85.6,48.1,17.8,5.77,6,1,4,1,65.3,33.1,84.5,17.3,71.8,62.0,0.25,3.86
STU_03160,above_avg,7,6.39,6.67,6.5,0.17,89.7,72.8,63.5,70.9,46.6,6.45,3,0,1,0,62.5,50.4,76.9,10.9,68.6,50.4,0.75,7.67
STU_03161,struggling,4,0.3,0.73,0.0,0.73,37.0,27.2,33.5,7.1,7.1,5.63,7,6,0,7,16.9,2.0,41.5,13.2,19.4,15.9,0.38,0.44
STU_03162,above_avg,5,4.65,6.33,2.77,3.56,75.1,85.1,37.9,64.0,17.6,5.62,4,0,1,1,62.9,45.9,76.9,11.2,72.0,53.8,0.5,7.25
STU_03163,average,6,0.0,0.0,0.0,0.0,66.2,34.9,52.2,31.5,4.4,6.58,4,4,0,4,32.1,23.0,37.7,5.5,35.2,23.0,0.62,0.0
STU_03164,topper,7,9.92,10.0,10.0,0.0,94.5,97.1,87.4,79.0,43.6,5.85,3,0,3,0,93.2,83.0,100.0,7.3,98.3,83.0,0.75,10.0
STU_03165,below_avg,6,1.64,3.12,0.44,2.68,61.0,49.8,49.3,35.7,38.9,5.44,4,2,0,4,40.8,29.5,49.8,9.1,37.7,49.8,0.62,0.0
STU_03166,failing,5,0.0,0.0,0.0,0.0,28.2,0.0,36.2,59.1,0.0,5.89,4,4,0,4,4.9,2.0,8.6,2.9,4.5,5.3,0.5,0.0
STU_03167,average,4,3.34,4.73,1.68,3.05,65.1,53.4,59.2,35.3,21.6,5.24,7,1,0,3,50.0,30.2,60.8,9.2,54.5,48.2,0.38,3.44
STU_03168,below_avg,4,0.0,0.0,0.0,0.0,60.5,41.0,35.8,32.2,55.6,7.13,7,7,0,7,21.0,2.0,35.2,13.9,31.5,16.8,0.38,1.22
STU_03169,above_avg,5,3.99,1.56,6.05,-4.49,74.7,71.7,48.9,50.0,38.2,6.04,4,2,1,2,50.3,34.7,71.5,14.7,63.8,36.8,0.5,3.12
STU_03170,above_avg,7,6.55,6.5,6.38,0.12,74.3,75.8,61.4,75.4,72.1,7.35,3,0,1,0,65.5,56.0,72.3,6.9,70.2,56.0,0.75,6.17
STU_03171,above_avg,6,4.11,5.12,3.11,2.01,77.5,62.8,57.6,85.6,22.7,5.6,4,0,0,2,51.6,44.0,63.3,7.2,54.1,44.0,0.62,6.17
STU_03172,above_avg,4,5.33,4.36,6.26,-1.9,76.5,69.0,55.2,37.6,46.0,5.56,7,1,0,3,48.0,18.4,59.7,13.1,56.0,44.8,0.38,1.56
STU_03173,average,6,5.32,5.25,5.44,-0.19,68.3,63.2,47.7,41.0,0.0,6.34,4,0,0,1,55.9,41.2,66.6,9.2,60.8,41.2,0.62,2.5
STU_03174,below_avg,4,0.57,1.09,0.63,0.46,73.0,31.3,20.8,62.2,0.0,4.93,7,5,0,7,16.3,2.0,45.5,18.3,26.1,12.4,0.38,0.0
STU_03175,average,3,2.1,3.47,1.53,1.94,69.6,60.1,68.5,26.9,6.4,7.16,6,2,0,5,41.8,21.0,60.0,12.1,47.1,39.1,0.25,1.41
STU_03176,strong,7,6.16,6.33,7.5,-1.17,90.6,80.1,82.0,64.9,74.4,6.25,3,0,2,1,72.8,47.0,100.0,21.7,85.7,47.0,0.75,8.67
STU_03177,average,7,1.71,2.17,0.88,1.29,64.9,66.3,63.2,17.7,48.0,6.3,3,1,1,2,51.7,35.1,70.8,14.7,60.0,35.1,0.75,0.67
STU_03178,above_avg,3,4.23,3.21,5.26,-2.05,79.3,52.0,54.8,60.0,59.6,6.68,6,2,1,5,47.9,31.8,71.9,12.3,60.9,41.4,0.25,5.23
STU_03179,average,5,2.93,3.44,2.45,0.99,68.2,94.5,50.1,67.5,5.6,6.0,4,1,2,2,53.1,19.9,73.2,21.6,72.2,34.0,0.5,6.38
STU_03180,average,6,0.96,0.62,1.11,-0.49,67.8,34.9,34.1,48.6,62.5,5.76,4,3,0,4,34.4,26.3,45.8,7.1,35.1,32.1,0.62,2.17
STU_03181,above_avg,3,4.63,4.32,4.63,-0.31,75.4,64.0,56.0,39.7,54.7,6.21,6,1,0,2,49.9,36.5,59.9,8.2,54.0,47.8,0.25,5.86
STU_03182,struggling,4,0.0,0.0,0.0,0.0,43.5,35.1,12.5,28.8,12.9,6.21,7,7,0,7,20.7,2.0,36.0,13.3,26.8,18.3,0.38,0.44
STU_03183,below_avg,5,0.11,0.0,0.0,0.0,52.9,67.7,32.6,32.2,16.0,6.46,4,4,0,4,31.1,19.5,38.1,7.1,34.7,27.4,0.5,1.0
STU_03184,below_avg,4,0.39,1.27,0.74,0.53,49.6,47.4,5.7,34.0,0.2,4.94,7,5,0,6,25.5,2.0,54.6,19.8,38.4,20.3,0.38,1.11
STU_03185,average,7,4.12,5.17,2.88,2.29,80.5,46.4,68.2,59.6,60.2,8.5,3,0,0,2,49.1,45.4,52.8,3.0,51.0,45.4,0.75,2.0
STU_03186,average,4,0.73,0.23,0.95,-0.72,63.7,62.0,36.2,34.5,26.2,4.96,7,6,0,7,25.7,17.6,46.1,8.7,35.8,21.7,0.38,0.44
STU_03187,above_avg,5,6.67,6.0,7.05,-1.05,91.0,67.4,64.6,56.5,32.7,6.62,4,0,1,1,60.0,48.9,71.8,8.5,67.5,52.5,0.5,6.38
STU_03188,below_avg,3,1.21,0.21,1.95,-1.74,69.5,46.6,39.9,45.3,16.8,6.36,6,5,0,6,26.0,18.0,44.2,8.7,33.8,22.1,0.25,0.36
STU_03189,below_avg,4,0.0,0.18,0.0,0.18,69.2,53.4,34.2,32.8,26.6,6.2,7,6,0,7,16.2,2.0,43.4,13.6,36.0,8.3,0.38,0.0
STU_03190,average,3,4.04,3.89,4.53,-0.64,68.6,37.0,58.7,56.3,29.6,6.9,6,2,0,5,43.6,31.0,52.6,7.1,42.6,44.0,0.25,5.05
STU_03191,struggling,7,0.85,0.0,0.75,-0.75,56.2,41.6,31.8,24.3,31.3,5.51,3,3,0,3,12.8,2.0,26.1,10.0,18.1,2.0,0.75,0.0
STU_03192,strong,3,6.15,5.89,6.42,-0.53,86.8,63.0,69.4,87.7,23.3,6.63,6,0,1,1,57.2,41.0,75.2,10.0,64.2,53.7,0.25,9.18
STU_03193,below_avg,7,1.9,0.0,2.88,-2.88,65.8,35.3,54.0,39.6,75.4,6.1,3,3,0,3,19.7,7.3,39.3,14.0,23.3,12.6,0.75,0.83
STU_03194,below_avg,4,0.76,1.41,0.63,0.78,66.7,49.3,63.6,21.8,1.4,5.29,7,4,0,6,37.8,27.0,52.5,10.8,51.1,32.4,0.38,0.0
STU_03195,below_avg,3,1.14,1.89,0.63,1.26,68.5,28.6,28.7,52.6,12.8,6.78,6,4,0,6,26.6,2.0,48.3,17.6,25.3,27.2,0.25,1.41
STU_03196,struggling,5,1.4,1.33,1.18,0.15,27.8,22.3,49.8,16.2,73.2,5.58,4,3,0,4,24.6,2.0,42.4,14.5,27.0,22.2,0.5,0.75
STU_03197,average,4,3.02,2.5,2.21,0.29,65.2,44.6,42.4,60.8,50.5,6.46,7,3,0,5,42.6,22.2,69.1,15.9,54.8,37.7,0.38,2.56
STU_03198,average,4,1.44,3.36,0.63,2.73,70.4,68.0,45.6,40.4,40.4,7.12,7,2,0,4,43.4,22.1,58.5,13.4,49.0,41.2,0.38,5.22
STU_03199,below_avg,4,0.7,0.36,0.0,0.36,63.0,56.1,43.6,42.5,51.8,7.57,7,5,0,7,24.1,2.0,44.5,16.0,42.5,16.8,0.38,0.0
STU_03200,topper,6,9.13,10.0,8.56,1.44,99.9,95.9,77.3,79.4,46.4,5.3,4,0,4,0,93.2,82.2,100.0,6.7,96.9,82.2,0.62,10.0
STU_03201,average,7,0.88,0.83,1.0,-0.17,74.1,54.2,37.6,69.2,42.1,6.01,3,2,0,3,35.5,22.8,45.7,9.5,41.9,22.8,0.75,3.33
STU_03202,struggling,5,0.44,0.0,0.91,-0.91,41.0,21.5,37.9,29.7,25.3,5.98,4,4,0,4,12.9,2.0,37.1,14.2,6.2,19.6,0.5,0.0
STU_03203,topper,4,8.53,7.41,9.58,-2.17,99.1,71.1,58.8,72.1,31.2,5.52,7,0,3,0,69.1,64.3,72.5,2.9,67.9,69.6,0.38,8.33
STU_03204,below_avg,4,0.39,0.0,1.47,-1.47,62.8,33.1,12.2,49.0,50.1,7.12,7,7,0,7,28.5,21.6,33.1,3.3,25.6,29.6,0.38,0.0
STU_03205,below_avg,3,0.0,0.37,0.0,0.37,62.5,49.7,33.6,35.5,46.3,6.15,6,5,0,5,29.1,15.9,65.2,16.6,44.9,21.2,0.25,1.09
STU_03206,below_avg,3,0.0,0.21,0.0,0.21,65.2,25.8,19.7,40.0,8.2,6.78,6,5,0,6,25.3,11.5,40.9,10.1,34.0,20.9,0.25,0.32
STU_03207,strong,3,6.45,5.32,7.05,-1.73,82.6,62.8,77.2,66.0,37.2,6.41,6,1,1,1,57.4,33.3,72.1,12.5,64.9,53.6,0.25,5.5
STU_03208,struggling,7,0.09,0.67,0.0,0.67,53.6,27.4,19.2,48.4,4.6,7.15,3,2,0,3,21.2,2.0,43.8,17.2,22.9,17.8,0.75,0.0
STU_03209,strong,7,7.07,7.0,6.88,0.12,86.0,62.3,64.4,49.7,40.6,6.34,3,0,0,0,67.5,66.6,68.7,0.9,66.9,68.7,0.75,9.33
STU_03210,topper,3,9.94,10.0,10.0,0.0,93.7,100.0,90.7,71.1,35.0,5.87,6,0,6,0,92.4,83.1,100.0,6.5,100.0,88.6,0.25,10.0
STU_03211,above_avg,7,3.73,2.17,5.5,-3.33,66.8,81.7,46.7,52.3,56.9,5.9,3,1,0,1,55.0,36.9,68.3,13.2,64.0,36.9,0.75,3.33
STU_03212,topper,5,10.0,8.78,10.0,-1.22,94.7,100.0,75.8,67.3,45.5,7.11,4,0,4,0,84.0,70.5,93.5,9.9,93.4,74.5,0.5,10.0
STU_03213,struggling,3,0.0,0.0,0.0,0.0,44.0,51.4,44.5,30.3,37.6,6.92,6,6,0,6,21.9,7.8,35.1,10.2,34.8,15.4,0.25,0.0
STU_03214,struggling,6,0.05,0.0,0.0,0.0,38.4,39.3,20.7,14.6,17.1,5.24,4,4,0,4,21.6,2.0,37.1,13.2,28.1,2.0,0.62,0.0
STU_03215,below_avg,3,0.0,0.0,0.0,0.0,50.3,29.5,42.2,61.4,24.2,4.57,6,6,0,6,17.6,2.2,33.6,10.3,28.2,12.3,0.25,0.27
STU_03216,above_avg,4,3.79,3.73,3.26,0.47,86.1,59.9,51.7,30.0,61.0,5.47,7,2,0,4,47.4,31.9,63.9,9.9,48.3,47.0,0.38,4.44
STU_03217,average,3,3.75,5.11,2.53,2.58,69.6,75.7,48.9,44.0,17.9,5.16,6,0,0,4,53.8,43.4,67.9,9.8,67.5,47.0,0.25,5.95
STU_03218,average,3,2.49,3.47,0.63,2.84,79.8,44.0,33.1,60.7,22.0,6.73,6,2,0,2,40.1,5.1,57.0,19.5,53.6,33.4,0.25,1.91
STU_03219,below_avg,3,0.26,0.0,0.63,-0.63,50.3,26.6,70.0,68.8,30.3,6.18,6,6,0,6,17.7,4.4,28.2,9.5,28.1,12.5,0.25,0.32
STU_03220,inconsistent,3,1.03,1.21,1.0,0.21,72.0,56.1,57.1,63.9,7.3,6.76,6,4,0,5,36.9,17.4,65.6,15.9,52.3,29.2,0.25,0.27
STU_03221,strong,4,7.74,7.36,7.68,-0.32,88.3,86.7,74.8,69.7,19.9,7.69,7,0,3,0,70.3,62.2,83.1,6.8,78.8,66.9,0.38,9.33
STU_03222,below_avg,4,0.88,0.0,1.37,-1.37,59.4,36.3,17.3,58.4,13.0,5.95,7,7,0,7,31.2,16.9,38.3,8.4,36.2,29.2,0.38,0.44
STU_03223,below_avg,5,0.73,0.0,1.91,-1.91,65.3,18.4,34.4,42.7,32.4,6.47,4,4,0,4,22.7,11.9,29.0,6.8,28.4,17.1,0.5,1.25
STU_03224,strong,3,8.09,8.11,7.68,0.43,90.4,100.0,74.8,59.2,53.6,5.49,6,0,4,0,77.5,57.1,97.8,14.8,92.7,69.9,0.25,8.09
STU_03225,above_avg,5,3.45,1.44,5.41,-3.97,78.5,60.4,51.7,43.5,48.0,4.52,4,2,0,2,43.4,26.1,62.8,16.6,59.8,26.9,0.5,4.5
STU_03226,struggling,6,0.49,0.0,1.78,-1.78,51.0,16.6,17.3,55.4,7.2,5.49,4,4,0,4,18.0,12.5,24.5,5.5,15.8,24.5,0.62,0.0
STU_03227,average,7,0.65,0.67,2.25,-1.58,63.6,44.5,43.6,22.2,23.4,6.29,3,2,0,3,32.0,15.6,43.8,12.0,40.2,15.6,0.75,0.67
STU_03228,below_avg,3,0.87,0.84,1.26,-0.42,54.3,33.3,44.7,40.5,32.1,6.25,6,5,0,6,34.6,25.3,44.0,5.8,36.1,33.8,0.25,2.05
STU_03229,average,4,2.49,2.45,2.11,0.34,65.7,82.7,50.1,37.8,6.9,5.73,7,3,0,4,44.3,17.3,65.2,16.2,64.8,36.0,0.38,1.56
STU_03230,below_avg,3,0.0,0.0,0.0,0.0,46.0,50.8,35.6,21.9,6.8,6.2,6,6,0,6,22.4,2.0,39.4,13.1,37.3,14.9,0.25,0.41
STU_03231,below_avg,4,0.45,0.0,0.32,-0.32,62.1,9.7,56.3,48.5,56.5,6.28,7,7,0,7,12.2,2.0,24.4,9.1,13.2,11.8,0.38,0.0
STU_03232,strong,5,7.51,7.11,8.0,-0.89,82.7,69.9,64.0,66.8,36.9,5.78,4,0,2,0,69.3,59.3,78.6,6.8,73.8,64.8,0.5,9.38
STU_03233,above_avg,4,3.04,2.5,3.37,-0.87,82.1,56.1,52.5,54.2,36.7,7.33,7,3,0,5,43.2,25.2,56.1,10.9,52.0,39.6,0.38,4.22
STU_03234,average,6,5.62,6.88,3.33,3.55,62.3,61.2,72.9,44.3,53.2,5.35,4,0,1,1,56.6,49.4,70.3,8.3,52.1,70.3,0.62,6.83
STU_03235,inconsistent,6,2.67,4.62,0.44,4.18,47.0,62.9,67.9,86.7,24.9,6.06,4,1,0,3,49.4,31.0,68.2,13.2,49.7,48.6,0.62,6.17
STU_03236,topper,4,8.94,9.09,7.89,1.2,95.6,89.2,68.7,78.9,40.4,6.79,7,0,6,0,82.4,68.8,93.6,8.4,81.0,82.9,0.38,7.56
STU_03237,average,7,5.63,4.83,6.88,-2.05,71.3,75.1,32.6,54.8,17.7,6.76,3,0,0,1,55.7,41.2,66.7,10.7,62.9,41.2,0.75,0.0
STU_03238,below_avg,4,0.07,0.23,0.32,-0.09,56.0,41.9,33.4,61.7,0.0,5.32,7,6,0,7,22.3,2.0,48.8,15.5,41.3,14.6,0.38,0.0
STU_03239,inconsistent,5,4.82,3.0,6.18,-3.18,74.1,53.1,45.7,52.7,10.0,5.31,4,1,0,3,44.2,28.9,59.5,11.0,53.4,35.0,0.5,4.5
STU_03240,below_avg,6,0.31,0.0,0.44,-0.44,64.3,22.0,43.2,50.9,31.2,6.28,4,4,0,4,23.0,2.0,39.3,13.6,30.0,2.0,0.62,0.0
STU_03241,below_avg,4,2.51,0.73,3.32,-2.59,48.0,2.8,63.3,42.1,17.3,6.91,7,6,0,7,24.6,13.2,42.6,9.5,21.6,25.8,0.38,0.0
STU_03242,strong,5,7.99,7.67,7.82,-0.15,84.6,96.1,71.6,66.6,56.3,7.43,4,0,2,0,76.2,63.3,88.7,12.2,88.5,64.0,0.5,7.5
STU_03243,above_avg,4,5.07,4.23,5.42,-1.19,78.1,76.3,69.8,44.7,50.5,7.21,7,1,0,4,49.0,33.3,61.4,8.7,58.5,45.3,0.38,7.11
STU_03244,below_avg,6,0.46,1.25,0.0,1.25,56.1,34.7,12.7,37.9,10.5,7.55,4,2,0,4,32.2,2.4,49.3,18.5,32.5,31.3,0.62,1.0
STU_03245,strong,5,7.12,7.44,6.86,0.58,90.5,67.1,79.6,71.9,36.2,5.69,4,0,2,0,67.6,60.6,73.9,5.2,67.9,67.2,0.5,8.5
STU_03246,below_avg,4,0.43,0.23,0.42,-0.19,46.0,40.0,36.8,38.0,25.1,6.63,7,6,0,7,18.2,2.0,46.6,15.1,39.7,9.6,0.38,0.0
STU_03247,inconsistent,4,6.85,7.95,5.05,2.9,81.7,83.2,63.2,41.7,30.7,5.35,7,0,5,0,74.3,53.9,91.2,10.9,84.2,70.3,0.38,5.56
STU_03248,average,4,3.47,2.09,4.37,-2.28,64.9,57.3,50.9,45.3,34.0,5.22,7,3,0,6,40.6,26.6,53.9,8.7,49.1,37.2,0.38,6.0
STU_03249,average,5,1.77,3.89,0.0,3.89,60.6,62.7,46.6,65.5,52.0,6.42,4,1,0,3,46.0,36.9,63.2,10.2,50.0,42.0,0.5,2.75
STU_03250,topper,5,9.76,9.67,9.82,-0.15,90.9,80.8,82.2,59.0,8.8,5.02,4,0,4,0,79.6,71.1,86.3,5.8,74.5,84.7,0.5,10.0
STU_03251,inconsistent,4,1.61,3.41,1.0,2.41,50.8,57.8,43.8,51.2,25.6,5.89,7,2,0,5,45.4,24.0,69.5,14.5,50.9,43.2,0.38,0.89
STU_03252,failing,5,0.37,0.56,0.0,0.56,24.5,43.9,37.5,6.7,22.6,6.07,4,3,0,4,13.8,2.0,46.8,19.1,25.6,2.0,0.5,0.0
STU_03253,average,3,1.43,1.95,1.0,0.95,86.6,59.7,71.6,49.0,14.0,5.36,6,3,0,5,38.6,22.4,54.4,11.9,50.5,32.6,0.25,4.18
STU_03254,below_avg,3,0.54,0.0,0.0,0.0,54.0,12.8,32.5,27.8,66.6,5.93,6,6,0,6,21.0,9.9,36.2,9.6,18.4,22.3,0.25,1.14
STU_03255,strong,4,8.31,8.18,8.74,-0.56,88.7,66.4,82.9,89.6,59.7,6.11,7,0,5,0,73.0,64.7,85.8,6.7,71.9,73.4,0.38,9.67
STU_03256,strong,3,8.8,8.53,9.0,-0.47,81.5,81.5,75.9,59.9,36.2,6.5,6,0,5,0,77.1,66.2,84.2,6.8,83.8,73.7,0.25,8.32
STU_03257,below_avg,5,0.92,0.78,2.0,-1.22,47.7,32.2,51.5,25.8,5.7,5.48,4,3,0,3,36.3,21.2,66.3,18.1,43.8,28.9,0.5,1.88
STU_03258,above_avg,5,5.98,4.67,6.23,-1.56,70.1,71.8,57.5,56.9,49.3,4.88,4,0,0,2,55.1,43.7,67.5,11.4,66.5,43.8,0.5,3.0
STU_03259,average,5,1.83,0.78,1.36,-0.58,65.9,30.7,31.4,24.7,38.2,5.55,4,3,0,3,30.8,10.0,68.4,23.4,40.5,21.2,0.5,2.38
STU_03260,below_avg,5,0.28,0.44,0.0,0.44,58.6,41.3,32.8,31.2,46.3,6.11,4,3,0,4,24.4,2.0,43.7,15.9,38.9,9.8,0.5,0.0
STU_03261,strong,4,6.42,8.09,6.11,1.98,86.8,72.9,75.4,96.4,29.9,6.85,7,0,5,0,73.4,59.3,84.9,9.4,78.3,71.5,0.38,7.44
STU_03262,strong,4,6.85,6.68,6.37,0.31,87.7,67.3,42.6,59.7,51.4,5.93,7,0,3,1,64.8,44.8,89.1,15.9,79.2,59.1,0.38,7.22
STU_03263,struggling,5,0.0,0.0,0.0,0.0,48.7,19.1,32.1,62.9,0.0,4.0,4,4,0,4,14.2,2.0,25.9,8.7,21.6,6.7,0.5,0.0
STU_03264,strong,3,8.66,8.32,8.89,-0.57,88.9,80.5,71.1,87.1,17.6,6.62,6,0,4,0,75.5,50.0,92.2,15.7,85.9,70.4,0.25,8.82
STU_03265,average,4,2.24,1.91,1.58,0.33,64.0,44.5,43.8,95.4,18.1,4.69,7,4,0,6,37.1,21.0,58.0,11.9,47.2,33.0,0.38,1.56
STU_03266,average,5,1.94,1.44,2.32,-0.88,61.8,60.3,65.7,57.8,36.1,5.48,4,2,0,2,42.3,20.6,60.8,17.8,59.8,24.8,0.5,4.0
STU_03267,below_avg,4,0.34,0.0,0.42,-0.42,58.3,28.6,38.6,29.4,26.8,5.74,7,7,0,7,25.0,13.3,38.1,8.2,29.1,23.3,0.38,1.0
STU_03268,average,5,3.3,3.11,3.73,-0.62,71.4,44.3,23.6,56.6,41.9,5.22,4,2,1,3,46.6,32.5,73.9,16.5,54.2,39.0,0.5,2.62
STU_03269,above_avg,4,6.99,5.5,7.58,-2.08,83.0,66.3,53.8,72.5,24.1,7.0,7,0,0,2,52.9,40.9,68.5,8.0,61.0,49.7,0.38,6.67
STU_03270,strong,3,6.72,6.74,6.95,-0.21,83.3,68.5,40.3,43.6,41.5,5.58,6,0,1,0,61.7,51.4,74.2,6.8,66.8,59.1,0.25,7.73
STU_03271,below_avg,4,0.28,0.0,0.84,-0.84,67.3,35.0,50.4,36.6,7.5,5.37,7,7,0,7,24.1,9.6,31.6,7.0,29.6,21.9,0.38,0.0
STU_03272,average,5,2.91,1.33,4.14,-2.81,81.2,65.7,62.6,42.0,34.2,5.5,4,2,0,3,43.8,32.3,63.1,12.2,54.1,33.5,0.5,5.0
STU_03273,inconsistent,5,7.39,7.33,8.0,-0.67,59.9,82.4,65.3,63.3,17.3,5.15,4,0,2,1,66.5,44.5,80.2,13.4,62.4,70.7,0.5,7.62
STU_03274,average,3,3.1,2.37,3.37,-1.0,68.6,29.3,45.8,65.8,23.2,6.19,6,3,0,5,40.6,31.1,51.0,6.8,42.5,39.7,0.25,1.36
STU_03275,below_avg,3,0.32,0.26,0.74,-0.48,60.6,27.3,46.4,50.2,38.4,5.78,6,5,0,6,30.3,8.5,47.2,12.0,38.7,26.0,0.25,0.73
STU_03276,average,3,1.0,1.47,1.16,0.31,65.1,39.0,49.1,40.4,39.5,6.42,6,3,0,6,37.2,28.5,43.8,5.9,42.3,34.7,0.25,2.82
STU_03277,average,4,3.59,3.36,3.37,-0.01,70.1,68.4,34.8,51.1,30.0,7.34,7,2,1,5,49.8,35.8,84.2,15.7,62.8,44.6,0.38,2.67
STU_03278,strong,4,7.6,6.64,7.89,-1.25,79.7,60.4,61.0,71.1,44.4,5.92,7,0,2,0,63.8,52.9,77.3,9.1,77.2,58.4,0.38,9.22
