label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
RE,1,1,Network & Wireless Systems,Microcontroller & Embedded Systems,61.9,Engineering Mathematics-IV,61.1,Automata Theory,59.8,IoT,59.7,C++,58.7,weibull|quality|simulation|fault tree
DBM,2,0,Data Science & Analytics|Cloud & Distributed Systems,Data Structures and Algorithms,82.4,Cryptography & Network Security,66.3,Computer Networks,64.9,Python,62.7,Microcontroller & Embedded Systems,60.8,
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,91.4,Database Management Systems,78.2725837462381,Engineering Mathematics-IV,75.3,Software Engineering,74.62044440549616,Cryptography & Network Security,74.5,vulnerability|authentication|phishing|security|cyber|firewall|encryption
RE,1,4,Network & Wireless Systems,Engineering Mathematics-III,100.0,Engineering Mathematics-IV,100.0,Microcontroller & Embedded Systems,100.0,C++,100.0,Cryptography & Network Security,100.0,fault tree|statistics|quality|simulation|fmea|testing|probability|risk|reliability
RE,1,0,Network & Wireless Systems,Automata Theory,88.0,Artificial Intelligence,86.0,Microcontroller & Embedded Systems,79.6,Cryptography & Network Security,78.9,Engineering Mathematics-IV,75.8,
OR,1,3,Data Science & Analytics,Python,59.9,C++,56.2,Operating Systems,56.1,Microcontroller & Embedded Systems,52.6,Java,46.2,vulnerability|simplex|react|scheduling|simulation|linear programming|queuing|inventory|optimization|scipy
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,47.6,Data Structures and Algorithms,33.2,Full Stack Development,33.2,Software Engineering,30.4,IoT,28.4,vulnerability|linear programming|phishing|security|cyber|firewall|forensics|encryption
EAM,1,2,Mobile & IoT Development,Operating Systems,69.4,Automata Theory,67.4,Database Management Systems,66.4,Cryptography & Network Security,66.3,Engineering Mathematics-III,62.7,audit|solar|power|iot|sensor|energy
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,66.4,Data Structures and Algorithms,60.6,Engineering Mathematics-III,56.1,Python,56.1,Cryptography & Network Security,53.8,vulnerability|authentication|sensor|simulation|phishing|cyber|firewall|network security|forensics|encryption
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Automata Theory,59.2,Software Engineering,56.9,Database Management Systems,49.6,Engineering Mathematics-III,46.0,Microcontroller & Embedded Systems,45.6,
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,54.4,Automata Theory,51.0,Microcontroller & Embedded Systems,49.68698384758562,IoT,48.76093026039458,Artificial Intelligence,48.3,weibull|fault tree|quality|simulation|fmea|testing|probability|risk|reliability
EAM,1,1,Mobile & IoT Development,Engineering Mathematics-III,73.0,Data Structures and Algorithms,71.7,Digital Logic & Design,64.1,Python,57.6,Computer Networks,57.3,sensor|energy|monitoring
CSL,1,1,Network & Wireless Systems,Cryptography & Network Security,76.1,Database Management Systems,75.2,Engineering Mathematics-IV,73.3,Computer Networks,69.5,Java,67.9,vulnerability|fault tree|authentication|security|network security|forensics|encryption
OR,1,1,Data Science & Analytics,Engineering Mathematics-IV,75.4,C++,67.0,Data Structures and Algorithms,65.9,Design & Analysis of Algorithms,62.5,Cryptography & Network Security,59.1,scheduling|scipy|linear programming|optimization
RE,2,4,Network & Wireless Systems|Cloud & Distributed Systems,Database Management Systems,77.7,Artificial Intelligence,74.8,Engineering Mathematics-III,68.3,Engineering Mathematics-IV,68.2,Automata Theory,66.5,weibull|statistics|quality|simulation|fmea|probability|risk|web|reliability
DBM,3,3,Data Science & Analytics|Web Development|Mobile & IoT Development,Artificial Intelligence,33.0,Engineering Mathematics-IV,20.4,Operating Systems,18.6,Data Structures and Algorithms,18.3,Java,15.9,kpi|digital marketing|agile|analytics|react|seo
CSL,1,2,Network & Wireless Systems,Engineering Mathematics-IV,86.1,Full Stack Development,74.9,Operating Systems,73.3,Software Engineering,68.9,Automata Theory,67.5,vulnerability|authentication|iot|security|firewall|network security|forensics|encryption
DBM,3,3,Data Science & Analytics|Web Development|Mobile & IoT Development,Data Structures and Algorithms,78.4,Full Stack Development,74.3,Python,58.9,Operating Systems,58.5,Database Management Systems,58.1,kpi|ecommerce|digital marketing|dashboard|agile|efficiency|crm|react|seo|web
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Digital Logic & Design,30.9,Artificial Intelligence,27.6,Cryptography & Network Security,22.6,Data Structures and Algorithms,21.7,Automata Theory,19.4,kpi|digital marketing|dashboard|agile|analytics|seo|web
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,76.1,Automata Theory,61.9,Engineering Mathematics-IV,60.5,Database Management Systems,59.1,Cryptography & Network Security,56.7,linear programming|queuing|inventory|optimization|scipy
DBM,2,1,Web Development|Data Science & Analytics,Computer Networks,74.6,Python,69.3,Full Stack Development,68.6,Design & Analysis of Algorithms,63.8,Engineering Mathematics-IV,63.0,seo|crm|digital marketing
OR,1,1,Data Science & Analytics,Operating Systems,74.9,Python,73.9,Digital Logic & Design,72.6,Full Stack Development,70.8,Engineering Mathematics-III,67.0,simplex|supply chain|linear programming|inventory|optimization
RE,1,1,Network & Wireless Systems,Software Engineering,51.6,Full Stack Development,49.0,Data Structures and Algorithms,45.5,Engineering Mathematics-IV,45.3,Database Management Systems,44.8,fmea|simulation
EAM,1,3,Mobile & IoT Development,Database Management Systems,98.3,Computer Networks,97.7,Microcontroller & Embedded Systems,95.8,IoT,94.6,Operating Systems,90.0,audit|solar|power|sensor|iot|authentication|efficiency|hvac|renewable|energy
CSL,1,1,Network & Wireless Systems,Full Stack Development,85.9,IoT,80.45957921844129,Automata Theory,78.5,Engineering Mathematics-III,78.4,Computer Networks,75.8,vulnerability|authentication|phishing|security|network security|encryption
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Microcontroller & Embedded Systems,82.57671032956065,Java,72.3,Data Structures and Algorithms,71.6,IoT,71.4828078498204,Database Management Systems,69.2,simplex|scheduling|agile|queuing|inventory|scipy
DBM,1,3,Data Science & Analytics,Database Management Systems,59.0,Full Stack Development,52.0,Artificial Intelligence,51.9,Data Structures and Algorithms,48.5,Computer Networks,47.3,kpi|ecommerce|dashboard|agile|crm|seo
RE,1,1,Network & Wireless Systems,Python,78.6,Artificial Intelligence,78.3,Data Structures and Algorithms,77.7,Engineering Mathematics-IV,77.3,IoT,74.9,weibull|risk|probability
EAM,1,3,Mobile & IoT Development,Digital Logic & Design,90.2,Python,85.5,Engineering Mathematics-III,84.3,Design & Analysis of Algorithms,80.7,IoT,80.1,audit|solar|monitoring|iot|sensor|efficiency|hvac|renewable|energy
DBM,2,3,Data Science & Analytics|Web Development,Full Stack Development,80.8,Computer Networks,71.37809629391302,C++,67.3,Automata Theory,64.8,Python,63.7,energy|dashboard|agile|crm|analytics|react|seo|web
RE,3,3,Network & Wireless Systems|Cloud & Distributed Systems|Data Science & Analytics,Automata Theory,97.4,Software Engineering,94.1,Engineering Mathematics-III,91.1,Microcontroller & Embedded Systems,90.5,Design & Analysis of Algorithms,87.1,weibull|fault tree|statistics|quality|simulation|fmea|probability|risk|reliability
DBM,1,2,Data Science & Analytics,Operating Systems,78.5,Artificial Intelligence,78.1,Software Engineering,74.0,Engineering Mathematics-III,71.4,Microcontroller & Embedded Systems,70.6,vulnerability|supply chain|ecommerce|dashboard|agile|react|seo
DBM,1,2,Web Development,Operating Systems,71.2,Design & Analysis of Algorithms,67.3,Software Engineering,66.8,Database Management Systems,60.8,Data Structures and Algorithms,58.0,seo|dashboard|crm|analytics
CSL,3,0,Network & Wireless Systems|Cloud & Distributed Systems|Web Development,Software Engineering,86.6,Java,76.7,Design & Analysis of Algorithms,74.3,Cryptography & Network Security,70.2,Operating Systems,69.9,
OR,1,3,Data Science & Analytics,Database Management Systems,54.1,Data Structures and Algorithms,50.5,Design & Analysis of Algorithms,46.1,Java,44.6,Artificial Intelligence,39.7,simplex|supply chain|linear programming|simulation|inventory|optimization|scipy
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,53.9,Cryptography & Network Security,53.8,C++,52.7,Database Management Systems,51.2,Engineering Mathematics-III,49.7,weibull|audit|solar|monitoring|power|sensor|authentication|iot|efficiency|hvac
RE,1,3,Network & Wireless Systems,Engineering Mathematics-III,100.0,Microcontroller & Embedded Systems,100.0,Digital Logic & Design,98.2,Artificial Intelligence,95.0,Computer Networks,94.8,weibull|fault tree|statistics|quality|testing|fmea|firewall|probability|risk|encryption
OR,1,3,Data Science & Analytics,Engineering Mathematics-IV,40.9,Data Structures and Algorithms,33.8,Engineering Mathematics-III,32.0,Digital Logic & Design,13.8,Database Management Systems,11.7,supply chain|scheduling|linear programming|simulation|hvac|queuing|optimization|network security|scipy
CSL,1,0,Network & Wireless Systems,Database Management Systems,85.0,Computer Networks,67.4,C++,65.7,Digital Logic & Design,61.1,Operating Systems,59.1,
OR,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,74.0,Java,68.5,Engineering Mathematics-IV,65.3,C++,62.4,Cryptography & Network Security,60.5,supply chain|scheduling|linear programming|simulation|efficiency|queuing|inventory|optimization|scipy
RE,1,1,Network & Wireless Systems,C++,68.8,Software Engineering,67.9,Engineering Mathematics-III,67.7,Design & Analysis of Algorithms,66.1,Engineering Mathematics-IV,63.7,weibull|simulation|reliability
EAM,2,4,Mobile & IoT Development|Cloud & Distributed Systems,IoT,67.5,C++,57.9,Operating Systems,53.4,Artificial Intelligence,43.3,Database Management Systems,42.599369912187086,audit|solar|monitoring|power|sensor|iot|efficiency|hvac|renewable|energy
CSL,1,2,Network & Wireless Systems,Engineering Mathematics-IV,70.72638697354743,Digital Logic & Design,64.3,Artificial Intelligence,63.3,Microcontroller & Embedded Systems,61.1,Engineering Mathematics-III,60.39245198576124,vulnerability|security|cyber|testing|firewall|network security|forensics|encryption
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,100.0,Engineering Mathematics-IV,100.0,Database Management Systems,96.6,Microcontroller & Embedded Systems,95.8,Cryptography & Network Security,94.7,audit|solar|power|iot|cyber|efficiency|hvac|renewable
CSL,1,4,Network & Wireless Systems,Software Engineering,61.4,Computer Networks,60.2,Data Structures and Algorithms,58.3,Python,57.4,Microcontroller & Embedded Systems,55.7,vulnerability|authentication|phishing|cyber|firewall|network security|forensics|energy|encryption
DBM,3,2,Data Science & Analytics|Web Development|Mobile & IoT Development,Microcontroller & Embedded Systems,87.8,Automata Theory,77.6,Engineering Mathematics-IV,73.8,Python,73.2,Full Stack Development,72.1,kpi|dashboard|agile|crm|analytics|react|web
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,94.0,Operating Systems,84.1,IoT,81.7,Python,81.6,Cryptography & Network Security,77.8,weibull|fault tree|quality|simulation|testing|risk
DBM,1,0,Web Development,Database Management Systems,78.6,Operating Systems,72.0,IoT,69.8,Engineering Mathematics-III,64.9,C++,64.9,
DBM,3,3,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Engineering Mathematics-III,80.27080456452283,Database Management Systems,71.0,Design & Analysis of Algorithms,71.0,Java,68.1,Computer Networks,61.7,kpi|ecommerce|dashboard|agile|crm|analytics|react|seo
RE,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,90.33762061938552,Database Management Systems,86.0,Design & Analysis of Algorithms,81.6,Engineering Mathematics-IV,77.9865239275411,Data Structures and Algorithms,77.9,weibull|fault tree|statistics|quality|fmea|testing|queuing|risk|reliability
EAM,1,3,Mobile & IoT Development,Operating Systems,77.4,Cryptography & Network Security,76.7,Computer Networks,74.0,C++,72.4,Java,71.6,audit|simplex|solar|monitoring|power|iot|sensor|efficiency|hvac|renewable
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,94.3,Data Structures and Algorithms,82.4,Engineering Mathematics-III,80.83634112471508,Software Engineering,78.6,Engineering Mathematics-IV,78.42044428873301,supply chain|simplex|scheduling|linear programming|simulation|inventory|optimization|scipy
RE,1,2,Network & Wireless Systems,Microcontroller & Embedded Systems,59.0,Engineering Mathematics-IV,58.6,Operating Systems,44.5,IoT,41.0,Java,40.7,weibull|fault tree|statistics|quality|testing|probability|scipy
EAM,1,1,Mobile & IoT Development,Operating Systems,77.6,IoT,71.6,Software Engineering,70.6,Python,65.6,Computer Networks,61.6,sensor|iot|efficiency|power
OR,2,1,Data Science & Analytics|Web Development,Automata Theory,69.1,Engineering Mathematics-III,61.2,Computer Networks,56.8,Engineering Mathematics-IV,55.8,Java,51.4,simplex|simulation
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,88.0,Data Structures and Algorithms,83.2,Microcontroller & Embedded Systems,80.2,Full Stack Development,71.5,Operating Systems,69.9,vulnerability|authentication|phishing|cyber|forensics|encryption
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Automata Theory,78.4,Computer Networks,74.8,IoT,71.9,Engineering Mathematics-III,67.8,Database Management Systems,63.2,kpi|ecommerce|digital marketing|dashboard|agile|crm|seo
DBM,1,2,Web Development,Software Engineering,67.5,Java,55.9,Python,54.9,C++,51.6,Database Management Systems,50.3,seo|agile|ecommerce|react
CSL,1,1,Network & Wireless Systems,Data Structures and Algorithms,79.9,Full Stack Development,73.2,C++,67.1,Engineering Mathematics-III,66.0,Computer Networks,65.9,forensics|security|firewall|network security
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,C++,83.2,IoT,78.5,Java,77.0,Data Structures and Algorithms,75.2,Cryptography & Network Security,73.7,statistics|quality|simulation|testing|probability|risk
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Artificial Intelligence,75.8,Design & Analysis of Algorithms,75.3,Engineering Mathematics-IV,75.0,Digital Logic & Design,70.7,IoT,70.1,
DBM,1,1,Web Development,Design & Analysis of Algorithms,70.2,Microcontroller & Embedded Systems,59.3,Cryptography & Network Security,58.0,Database Management Systems,57.2,Full Stack Development,55.5,dashboard|crm|react|seo|web
EAM,1,2,Mobile & IoT Development,Microcontroller & Embedded Systems,74.3,Computer Networks,68.1,Engineering Mathematics-III,66.8,Software Engineering,57.7,Cryptography & Network Security,53.2,audit|solar|power|sensor|iot|energy
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,98.5,Engineering Mathematics-III,97.9,Automata Theory,94.9,Computer Networks,87.1,Design & Analysis of Algorithms,84.8,iot|renewable|hvac
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Operating Systems,78.1,IoT,73.2,Automata Theory,65.0,Database Management Systems,63.7,C++,60.4,phishing|encryption|firewall
OR,1,2,Data Science & Analytics,Engineering Mathematics-III,75.7,Artificial Intelligence,71.4,Design & Analysis of Algorithms,69.5,Java,66.0,Python,63.8,supply chain|simplex|scheduling|queuing|inventory|optimization
OR,1,1,Data Science & Analytics,Operating Systems,86.9,C++,77.7,Engineering Mathematics-IV,75.0,Microcontroller & Embedded Systems,74.8,Python,73.2,simplex|supply chain|linear programming|queuing|inventory
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,94.8,Engineering Mathematics-III,90.9,Engineering Mathematics-IV,89.7,Data Structures and Algorithms,88.1,Software Engineering,87.5,supply chain|scheduling|linear programming|queuing|inventory|scipy
DBM,1,3,Web Development,Computer Networks,93.2,Design & Analysis of Algorithms,86.1,Full Stack Development,85.7,Database Management Systems,83.9,Python,82.6,kpi|react|dashboard|agile|crm|analytics|network security|seo|web
RE,1,2,Network & Wireless Systems,Computer Networks,50.6,C++,47.3,Engineering Mathematics-IV,41.8,Artificial Intelligence,41.2,Cryptography & Network Security,39.7,weibull|fault tree|statistics|quality|simulation|fmea|testing|risk|reliability
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Database Management Systems,74.6,Automata Theory,50.1,Computer Networks,49.6,Design & Analysis of Algorithms,48.5,Digital Logic & Design,45.4,authentication|forensics|cyber
OR,3,4,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Operating Systems,86.4,Engineering Mathematics-III,84.4,Automata Theory,78.9,Java,76.6,Computer Networks,75.2,simplex|supply chain|scheduling|simulation|linear programming|queuing|inventory|optimization|scipy
RE,1,3,Network & Wireless Systems,Operating Systems,100.0,Java,100.0,IoT,100.0,Microcontroller & Embedded Systems,97.8,Software Engineering,94.4,weibull|fault tree|statistics|quality|simulation|testing|fmea|inventory|probability|risk
DBM,1,3,Web Development,Engineering Mathematics-III,47.2,Design & Analysis of Algorithms,35.4,Database Management Systems,30.6,Operating Systems,28.0,Automata Theory,25.6,supply chain|kpi|ecommerce|digital marketing|agile|analytics|react|seo|web
CSL,1,0,Network & Wireless Systems,Database Management Systems,54.8,Engineering Mathematics-IV,38.8,Design & Analysis of Algorithms,37.7,Python,29.4,Artificial Intelligence,29.4,
DBM,1,2,Data Science & Analytics,Database Management Systems,77.2,Design & Analysis of Algorithms,65.8,C++,63.8,Cryptography & Network Security,62.6,Java,61.1,kpi|digital marketing|dashboard|queuing|crm|analytics|react|seo
RE,2,3,Network & Wireless Systems|Data Science & Analytics,Data Structures and Algorithms,75.5,Engineering Mathematics-IV,61.4,Operating Systems,51.1,Software Engineering,50.9,Database Management Systems,49.3,weibull|fault tree|statistics|quality|scheduling|simulation|scipy|security|fmea|testing
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Design & Analysis of Algorithms,63.0,Artificial Intelligence,60.6,Engineering Mathematics-III,52.9,IoT,52.0,Computer Networks,51.5,audit|supply chain|monitoring|sensor|quality|efficiency|hvac|renewable|energy
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-IV,76.7,Software Engineering,76.0,Database Management Systems,75.2,Java,68.4,Cryptography & Network Security,67.0,weibull|fault tree|quality|simulation|testing|fmea|probability|reliability
CSL,2,4,Network & Wireless Systems|Cloud & Distributed Systems,Data Structures and Algorithms,73.8,Engineering Mathematics-IV,61.5,Cryptography & Network Security,59.6,Database Management Systems,59.5,Software Engineering,58.5,vulnerability|authentication|security|cyber|fmea|firewall|network security|forensics|encryption
EAM,1,2,Mobile & IoT Development,Microcontroller & Embedded Systems,78.1,Operating Systems,74.3,IoT,72.0,Engineering Mathematics-III,67.5,Cryptography & Network Security,65.6,solar|monitoring|iot|phishing|renewable|energy
DBM,3,1,Data Science & Analytics|Cloud & Distributed Systems|Mobile & IoT Development,Cryptography & Network Security,93.1,Database Management Systems,89.1,Engineering Mathematics-IV,86.2,Full Stack Development,84.3,Software Engineering,84.0,kpi|digital marketing|dashboard|agile|crm|web
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Design & Analysis of Algorithms,92.3,Computer Networks,87.7,Engineering Mathematics-III,86.8,Java,86.3,Software Engineering,83.2,monitoring|power|iot|quality|efficiency|renewable|energy
OR,3,0,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Computer Networks,69.7,Full Stack Development,69.3,Design & Analysis of Algorithms,62.0,IoT,61.9,Digital Logic & Design,59.7,
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Cryptography & Network Security,92.68456220218181,Data Structures and Algorithms,89.9,Design & Analysis of Algorithms,84.2,Microcontroller & Embedded Systems,76.0,Automata Theory,73.1,supply chain|power|scheduling|simulation|inventory
CSL,1,2,Network & Wireless Systems,Computer Networks,87.6,Operating Systems,74.3,Database Management Systems,70.6,Microcontroller & Embedded Systems,69.6,Software Engineering,67.0,vulnerability|authentication|phishing|forensics|encryption
RE,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,81.73477572837915,C++,80.5,Software Engineering,78.6,Cryptography & Network Security,75.46945111407351,Engineering Mathematics-IV,74.8,weibull|statistics|quality|simulation|fmea|testing|probability|risk|reliability
EAM,1,4,Mobile & IoT Development,Database Management Systems,95.75989369466487,Digital Logic & Design,82.0,Engineering Mathematics-III,79.6,Operating Systems,73.9,Software Engineering,73.40893112449811,audit|solar|monitoring|power|sensor|authentication|linear programming|efficiency|hvac|renewable
DBM,2,0,Web Development|Data Science & Analytics,Engineering Mathematics-III,100.0,C++,100.0,Full Stack Development,100.0,Database Management Systems,98.4,Python,98.2,
RE,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-IV,100.0,Artificial Intelligence,91.7,Computer Networks,91.2,Cryptography & Network Security,91.1,Engineering Mathematics-III,90.8,weibull|simulation|testing|probability|risk
EAM,1,1,Mobile & IoT Development,Microcontroller & Embedded Systems,83.1,Computer Networks,82.4,Artificial Intelligence,73.9,Digital Logic & Design,73.0,Design & Analysis of Algorithms,72.6,audit|solar|monitoring|renewable|energy
DBM,2,3,Data Science & Analytics|Cloud & Distributed Systems,Artificial Intelligence,72.7,Python,70.5,C++,67.1,Full Stack Development,64.7,Database Management Systems,63.7,digital marketing|dashboard|security|cyber|crm|analytics|react|seo|web
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-IV,80.71345166020362,Digital Logic & Design,76.3,Cryptography & Network Security,63.6,C++,59.2,Microcontroller & Embedded Systems,57.4,solar|monitoring|power|iot|efficiency|hvac|renewable|energy
EAM,1,3,Mobile & IoT Development,Cryptography & Network Security,79.5,Engineering Mathematics-III,65.0,Digital Logic & Design,62.7,Operating Systems,61.9,Database Management Systems,57.3,sensor|iot|agile|efficiency|hvac|renewable|energy
CSL,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Data Structures and Algorithms,80.4,Cryptography & Network Security,78.7,Full Stack Development,73.8,Software Engineering,72.7,Digital Logic & Design,66.6,vulnerability|authentication|encryption|network security
DBM,3,2,Data Science & Analytics|Web Development|Mobile & IoT Development,Database Management Systems,76.7,Software Engineering,73.7,Artificial Intelligence,68.0,Data Structures and Algorithms,67.1,Computer Networks,65.4,kpi|ecommerce|dashboard|crm|analytics|react|seo|web
DBM,3,3,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Computer Networks,81.3,Full Stack Development,64.1,Operating Systems,49.4,Cryptography & Network Security,43.7,Engineering Mathematics-IV,39.6,kpi|dashboard|agile|analytics|react|inventory|seo|web
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Computer Networks,66.4,Engineering Mathematics-IV,63.1,Artificial Intelligence,61.1,Cryptography & Network Security,55.3,Microcontroller & Embedded Systems,54.9,simplex|supply chain|scheduling|linear programming|simulation|queuing|optimization|inventory|scipy
DBM,3,1,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,45.5,Java,39.7,Engineering Mathematics-III,34.8,Operating Systems,33.0,Automata Theory,32.9,web|kpi
CSL,1,3,Network & Wireless Systems,Microcontroller & Embedded Systems,76.8,Python,70.9,Operating Systems,67.5,Engineering Mathematics-IV,64.5,Automata Theory,63.0,vulnerability|authentication|phishing|cyber|network security|forensics|encryption
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,80.0,C++,73.3,Microcontroller & Embedded Systems,68.5,Database Management Systems,66.2,Java,63.8,
OR,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,69.3,Engineering Mathematics-IV,68.0,C++,65.6,Data Structures and Algorithms,64.8,Computer Networks,62.9,
DBM,2,4,Data Science & Analytics|Web Development,Full Stack Development,75.7,Computer Networks,75.2,Engineering Mathematics-III,74.5,Database Management Systems,67.7,Java,65.6,kpi|ecommerce|digital marketing|dashboard|agile|testing|crm|analytics|seo|web
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,71.9,Software Engineering,65.4,Microcontroller & Embedded Systems,60.2,Engineering Mathematics-III,59.9,C++,58.4,simplex|supply chain|power|scheduling|linear programming|simulation|queuing|inventory|optimization|scipy
DBM,3,2,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Database Management Systems,100.0,Design & Analysis of Algorithms,100.0,Full Stack Development,100.0,Software Engineering,96.7,Digital Logic & Design,95.8,kpi|digital marketing|crm|react|seo|web
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Digital Logic & Design,61.7,Artificial Intelligence,55.5,Automata Theory,54.4,Cryptography & Network Security,53.8,Microcontroller & Embedded Systems,53.5,supply chain|scheduling|simulation|queuing|optimization|inventory
RE,2,0,Network & Wireless Systems|Cloud & Distributed Systems,Data Structures and Algorithms,78.6,Engineering Mathematics-III,69.6,Digital Logic & Design,65.1,Automata Theory,64.9,Cryptography & Network Security,56.7,
DBM,3,1,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Full Stack Development,95.7,Cryptography & Network Security,88.1,Microcontroller & Embedded Systems,78.94904887099317,Database Management Systems,75.9,Digital Logic & Design,74.6,weibull|kpi|digital marketing|agile|crm|react|seo
DBM,2,1,Web Development|Data Science & Analytics,Python,71.3,IoT,65.7,Software Engineering,64.0,Automata Theory,62.3,Engineering Mathematics-IV,61.5,kpi|digital marketing|authentication|dashboard|crm|analytics|seo
OR,3,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-III,86.98546497547046,Engineering Mathematics-IV,86.62954622466442,Python,70.5,Java,69.5,Full Stack Development,68.0,supply chain|optimization
EAM,1,4,Mobile & IoT Development,Database Management Systems,87.2,Cryptography & Network Security,84.04319711542024,Engineering Mathematics-III,83.4,IoT,82.5,C++,82.1,weibull|audit|solar|monitoring|power|iot|dashboard|efficiency|hvac|renewable
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Cryptography & Network Security,49.2,Computer Networks,41.2,Software Engineering,40.3,Engineering Mathematics-IV,40.0,Operating Systems,35.2,vulnerability|authentication|phishing|cyber|firewall|network security|encryption
CSL,2,0,Network & Wireless Systems|Web Development,Operating Systems,88.5,Computer Networks,81.2,Software Engineering,81.1,Database Management Systems,75.7,Engineering Mathematics-IV,74.93226303963125,
DBM,3,3,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Python,43.7,Artificial Intelligence,33.6,Full Stack Development,32.4,Automata Theory,30.7,Engineering Mathematics-IV,27.5,kpi|ecommerce|digital marketing|dashboard|security|analytics|seo|web
RE,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,92.0,Microcontroller & Embedded Systems,89.8,Software Engineering,82.5,Engineering Mathematics-IV,80.4,Java,79.7,weibull|fault tree|statistics|quality|simulation|testing|fmea|probability|risk
OR,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,60.3,Design & Analysis of Algorithms,54.0,Artificial Intelligence,53.6,Engineering Mathematics-IV,51.8,Cryptography & Network Security,49.5,
EAM,1,2,Mobile & IoT Development,Database Management Systems,96.83879998333569,Java,93.5,IoT,93.1,Microcontroller & Embedded Systems,91.2,Software Engineering,90.4697048947994,audit|solar|power|renewable|energy
EAM,1,1,Mobile & IoT Development,Engineering Mathematics-III,78.57622146982678,IoT,78.5,Python,77.3,Microcontroller & Embedded Systems,76.6,C++,74.4,audit|solar|iot|efficiency|renewable|energy
DBM,1,4,Web Development,Software Engineering,91.0,Design & Analysis of Algorithms,85.9,Cryptography & Network Security,85.9,Engineering Mathematics-IV,81.9,Database Management Systems,78.7,ecommerce|digital marketing|dashboard|agile|crm|analytics|react|web
EAM,1,2,Mobile & IoT Development,Microcontroller & Embedded Systems,68.0,Artificial Intelligence,67.9,IoT,65.3,C++,63.1,Automata Theory,60.3,audit|monitoring|sensor|hvac|renewable
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,93.7,Digital Logic & Design,83.4,Database Management Systems,83.3,Full Stack Development,82.6,IoT,79.74920725656229,kpi|ecommerce|agile|hvac|crm|seo|web
