student_id,archetype,semester,current_cgpa,current_sgpa,previous_sgpa,sgpa_trend,attendance,assignment_completion,quiz_average,lab_performance,project_score,study_hours,participation_score,extracurricular,dept_avg,num_subjects,num_backlogs,num_strong_subjects,num_weak_subjects,avg_subject_score,min_subject_score,max_subject_score,std_subject_score,practical_avg,theory_avg,credits_completed_ratio,next_sgpa
STU_04616,failing,3,0.09,0.0,0.0,0.0,36.3,24.3,5.6,20.5,34.0,1.2,13.8,6.7,7.79,6,6,0,6,7.6,2.0,33.9,11.8,17.9,2.5,0.25,0.0
STU_04617,topper,7,8.96,8.67,10.0,-1.33,84.6,88.2,74.6,100.0,72.6,13.0,93.8,55.6,7.14,3,0,3,0,84.1,71.7,99.0,11.3,90.3,71.7,0.75,10.0
STU_04618,average,3,0.9,1.32,1.68,-0.36,67.1,67.3,42.7,43.1,55.3,4.3,28.0,30.0,8.02,6,4,0,6,37.0,26.3,49.3,8.8,37.9,36.6,0.25,1.82
STU_04619,average,3,2.97,3.0,2.74,0.26,73.4,52.0,54.0,86.5,35.5,2.3,70.0,25.3,5.61,6,3,1,3,50.5,32.4,76.4,16.6,61.0,45.2,0.25,3.32
STU_04620,average,5,2.14,1.22,2.09,-0.87,75.0,61.3,44.6,62.0,84.4,2.8,60.6,68.6,5.05,4,2,0,3,43.9,35.1,51.5,6.9,50.6,37.2,0.5,4.12
STU_04621,improving,5,2.58,4.0,0.27,3.73,80.4,74.8,57.5,60.4,60.5,6.6,51.7,48.6,6.07,4,1,1,1,52.7,36.1,71.4,12.5,51.7,53.8,0.5,6.62
STU_04622,strong,5,7.1,6.78,7.27,-0.49,86.9,92.6,63.3,78.1,74.4,6.1,45.1,36.5,7.28,4,0,2,0,67.8,54.3,81.6,12.3,80.0,55.5,0.5,9.0
STU_04623,strong,7,8.45,10.0,7.38,2.62,89.9,85.3,89.5,93.6,82.5,9.8,70.1,46.0,4.5,3,0,3,0,84.0,83.3,84.5,0.5,83.9,84.2,0.75,10.0
STU_04624,topper,5,10.0,10.0,10.0,0.0,91.2,79.3,90.7,87.0,72.5,9.3,86.0,6.4,6.07,4,0,4,0,86.7,82.8,90.8,2.8,88.5,84.9,0.5,10.0
STU_04625,strong,7,7.73,8.0,6.88,1.12,88.2,84.7,84.4,97.5,86.3,7.4,82.7,31.5,4.69,3,0,2,0,82.0,63.0,96.6,14.1,91.4,63.0,0.75,10.0
STU_04626,average,3,4.13,4.11,4.42,-0.31,81.1,69.1,39.1,47.0,66.1,3.4,74.1,33.6,7.16,6,2,0,4,42.8,22.8,54.9,11.7,38.7,44.9,0.25,3.27
STU_04627,strong,5,8.71,7.22,9.05,-1.83,89.1,81.7,80.6,92.6,72.6,9.9,72.4,39.5,6.4,4,0,2,0,74.1,59.2,90.0,11.3,84.0,64.2,0.5,8.25
STU_04628,inconsistent,4,2.1,2.59,2.53,0.06,70.8,58.9,41.2,35.5,74.6,2.2,54.6,26.7,5.41,7,3,0,4,41.5,20.9,65.2,15.6,58.8,34.5,0.38,1.78
STU_04629,above_avg,5,6.56,5.44,8.32,-2.88,81.0,78.0,60.7,67.1,66.5,5.4,68.7,36.7,6.4,4,0,0,1,56.3,40.2,68.7,10.2,63.4,49.2,0.5,6.88
STU_04630,improving,7,4.85,6.83,1.5,5.33,90.2,78.8,71.7,65.7,48.7,9.9,59.4,59.9,6.41,3,0,1,0,69.4,58.3,87.6,13.0,74.9,58.3,0.75,7.33
STU_04631,above_avg,5,6.94,5.67,6.86,-1.19,72.1,72.3,67.8,58.4,48.0,8.0,33.9,72.9,6.06,4,0,0,1,56.7,47.9,68.2,7.9,59.6,53.8,0.5,7.38
STU_04632,struggling,6,0.37,0.0,0.44,-0.44,35.1,39.7,8.0,21.1,32.5,1.4,29.3,40.5,5.16,4,4,0,4,7.4,2.0,23.6,9.4,2.0,23.6,0.62,0.0
STU_04633,strong,6,8.46,8.12,8.44,-0.32,93.8,88.3,82.1,93.7,55.8,7.3,75.6,25.5,6.84,4,0,2,0,77.5,62.8,100.0,14.7,81.3,66.1,0.62,9.33
STU_04634,strong,5,5.86,7.0,4.41,2.59,90.3,81.9,62.4,89.8,78.3,8.1,56.0,55.1,5.06,4,0,1,0,69.3,52.5,91.8,14.2,78.2,60.4,0.5,7.88
STU_04635,above_avg,4,4.5,4.45,4.32,0.13,70.5,76.7,68.2,76.2,66.9,7.0,82.4,41.6,6.69,7,1,2,4,54.2,37.2,77.6,14.8,76.8,45.2,0.38,1.33
STU_04636,average,4,2.16,2.27,1.79,0.48,65.8,49.1,39.5,62.5,62.5,3.5,39.4,50.9,5.7,7,3,0,7,38.9,16.2,49.8,11.7,46.9,35.7,0.38,2.33
STU_04637,average,4,3.44,3.0,3.47,-0.47,71.3,63.8,40.7,57.7,67.1,2.1,27.4,18.6,7.61,7,2,0,6,44.1,29.3,57.3,8.2,50.6,41.5,0.38,3.22
STU_04638,struggling,3,0.0,0.0,0.0,0.0,56.6,17.1,7.9,26.9,18.8,0.1,36.0,8.1,6.72,6,6,0,6,9.8,2.0,27.1,9.5,17.8,5.8,0.25,0.0
STU_04639,average,5,3.63,3.22,4.05,-0.83,82.7,75.5,60.3,53.9,63.6,5.8,78.9,49.9,5.86,4,1,0,2,49.9,31.8,69.1,14.6,63.7,36.2,0.5,6.0
STU_04640,topper,5,10.0,10.0,10.0,0.0,93.8,93.1,96.8,98.4,100.0,8.5,78.7,18.7,6.43,4,0,4,0,89.7,82.2,96.3,5.3,94.3,85.0,0.5,10.0
STU_04641,struggling,5,0.0,0.0,0.0,0.0,42.5,19.7,16.8,17.3,3.5,2.6,13.2,29.2,6.07,4,4,0,4,7.1,4.2,13.5,3.7,4.5,9.7,0.5,0.0
STU_04642,topper,3,9.44,9.37,10.0,-0.63,95.5,95.6,79.4,85.2,89.1,9.3,52.9,66.7,6.47,6,0,5,0,83.5,63.1,95.7,10.0,87.0,81.8,0.25,10.0
STU_04643,above_avg,5,5.6,6.44,4.59,1.85,80.0,70.0,55.2,83.2,44.7,6.6,82.8,0.0,6.35,4,0,0,0,62.2,56.3,67.5,4.5,62.5,61.9,0.5,8.25
STU_04644,failing,5,0.42,0.0,0.73,-0.73,19.1,14.3,0.0,13.0,23.4,0.3,22.9,19.2,5.76,4,4,0,4,3.6,2.0,8.6,2.9,5.3,2.0,0.5,0.62
STU_04645,average,7,3.6,2.5,5.25,-2.75,78.1,63.6,46.0,72.3,72.7,3.7,66.9,37.5,6.3,3,1,1,1,57.7,35.9,77.9,17.2,68.6,35.9,0.75,1.5
STU_04646,topper,6,8.33,9.25,7.67,1.58,98.6,97.2,78.9,95.4,94.4,9.8,56.5,29.3,5.79,4,0,4,0,86.6,76.8,100.0,9.2,88.9,79.6,0.62,8.83
STU_04647,struggling,5,0.27,0.0,0.0,0.0,34.2,33.6,17.2,42.9,28.6,2.1,25.1,0.0,6.21,4,4,0,4,12.6,2.0,24.7,10.6,23.1,2.0,0.5,0.0
STU_04648,above_avg,5,6.1,5.89,6.27,-0.38,69.0,80.1,62.1,78.7,61.9,6.3,56.1,84.9,5.89,4,0,1,1,60.5,49.5,71.6,8.8,68.9,52.1,0.5,7.38
STU_04649,below_avg,7,0.78,0.83,0.5,0.33,66.5,34.1,25.2,39.7,35.2,2.7,38.3,38.3,6.71,3,2,0,3,28.8,2.0,45.8,19.2,42.2,2.0,0.75,0.0
STU_04650,strong,5,7.38,7.0,7.45,-0.45,84.5,86.1,68.5,94.1,72.3,8.6,70.1,32.2,7.18,4,0,2,0,68.9,56.6,84.7,10.4,77.8,60.1,0.5,8.88
STU_04651,average,4,2.18,2.45,1.79,0.66,57.6,47.6,37.7,48.7,65.2,4.7,47.7,0.0,5.25,7,3,0,6,40.8,27.6,50.0,8.7,47.4,38.2,0.38,1.0
STU_04652,average,5,4.72,3.33,6.05,-2.72,84.5,56.3,58.7,75.9,76.5,3.4,52.4,20.0,5.36,4,1,0,2,52.9,38.5,67.7,10.7,58.3,47.5,0.5,5.5
STU_04653,average,3,2.28,1.37,3.68,-2.31,72.4,39.7,41.3,38.4,54.4,2.1,59.9,22.3,5.78,6,4,0,6,37.0,25.7,47.0,6.4,41.5,34.8,0.25,0.73
STU_04654,above_avg,3,4.17,5.32,3.26,2.06,81.3,89.0,59.8,61.7,68.2,4.9,36.1,9.5,6.12,6,1,0,1,57.9,32.9,67.8,11.5,61.6,56.0,0.25,6.68
STU_04655,above_avg,4,7.68,7.32,7.11,0.21,73.8,62.8,59.9,83.1,70.6,7.3,97.3,49.2,5.58,7,0,3,0,67.2,53.8,85.2,9.9,73.5,64.6,0.38,6.78
STU_04656,average,5,0.61,0.67,1.0,-0.33,76.9,71.8,38.5,70.7,40.2,3.2,66.5,81.2,6.09,4,3,0,3,35.3,22.4,53.7,12.5,46.8,23.9,0.5,2.25
STU_04657,strong,5,6.9,7.44,5.86,1.58,85.5,87.6,70.4,71.4,72.2,5.1,55.8,54.0,6.08,4,0,2,1,65.3,49.4,75.9,9.9,62.7,68.0,0.5,9.25
STU_04658,average,5,3.02,5.22,1.09,4.13,69.4,68.0,57.0,55.2,38.3,2.4,62.2,0.0,7.1,4,0,0,2,50.3,46.1,55.3,3.6,53.7,46.9,0.5,6.38
STU_04659,topper,7,9.96,10.0,10.0,0.0,91.3,91.8,92.8,100.0,80.8,13.6,100.0,46.5,5.87,3,0,3,0,97.2,91.5,100.0,4.0,100.0,91.5,0.75,10.0
STU_04660,strong,3,8.08,8.11,8.53,-0.42,92.1,88.7,73.6,90.5,62.8,9.0,35.5,49.7,5.16,6,0,3,0,74.1,61.8,85.8,9.2,83.7,69.2,0.25,9.09
STU_04661,struggling,4,0.12,0.0,0.0,0.0,34.1,27.3,18.2,22.4,34.0,0.1,20.8,23.6,5.64,7,7,0,7,17.5,2.0,35.3,11.4,25.9,14.2,0.38,0.0
STU_04662,average,4,2.12,1.55,2.53,-0.98,73.4,77.5,37.2,59.9,50.2,2.2,64.1,3.1,5.11,7,4,0,5,33.6,7.0,53.7,16.0,48.4,27.6,0.38,0.44
STU_04663,struggling,3,0.31,1.0,0.0,1.0,30.0,20.3,34.8,55.4,42.0,1.1,55.4,60.2,5.69,6,4,0,5,25.4,2.0,60.8,22.4,55.3,10.4,0.25,0.27
STU_04664,below_avg,4,2.15,1.86,2.47,-0.61,74.5,31.3,33.9,40.6,28.4,3.2,61.6,18.4,5.35,7,3,0,7,36.6,21.6,49.1,10.6,46.3,32.7,0.38,0.0
STU_04665,struggling,4,0.0,0.0,0.0,0.0,46.1,29.3,5.6,21.5,27.9,2.5,44.5,24.9,6.02,7,7,0,7,9.3,2.0,25.8,10.0,16.8,6.4,0.38,0.0
STU_04666,improving,3,4.04,5.89,1.68,4.21,89.9,72.3,55.8,84.5,59.7,9.9,49.3,20.4,6.2,6,0,0,2,55.4,45.1,67.6,7.7,60.8,52.7,0.25,7.18
STU_04667,failing,3,0.18,0.0,0.0,0.0,13.9,14.2,10.2,2.9,11.5,1.9,0.4,23.7,7.03,6,6,0,6,6.3,2.0,27.9,9.7,14.9,2.0,0.25,0.0
STU_04668,above_avg,6,4.95,7.38,2.22,5.16,80.6,79.9,72.4,76.2,47.0,6.0,63.8,5.1,5.89,4,0,1,0,69.9,61.4,80.9,7.0,70.2,68.9,0.62,7.5
STU_04669,below_avg,3,1.82,1.42,2.26,-0.84,69.8,32.0,35.5,43.0,47.0,1.2,48.3,17.1,7.08,6,4,0,5,37.2,16.1,68.9,17.6,46.9,32.3,0.25,2.45
STU_04670,average,6,2.6,4.62,0.67,3.95,81.5,63.2,57.7,52.2,53.4,3.4,67.3,23.2,6.34,4,1,0,1,52.7,35.8,62.0,10.0,51.3,56.7,0.62,6.17
STU_04671,below_avg,7,1.94,1.67,2.38,-0.71,63.9,55.0,55.5,70.3,60.8,3.4,54.8,11.6,6.24,3,1,0,2,41.0,28.1,53.5,10.4,47.5,28.1,0.75,1.83
STU_04672,above_avg,3,5.28,5.26,5.68,-0.42,80.1,77.3,54.6,80.1,45.2,6.4,59.9,55.7,5.12,6,1,2,2,59.6,39.4,81.8,14.9,78.2,50.2,0.25,4.95
STU_04673,average,3,4.3,3.37,4.53,-1.16,75.6,55.4,44.6,57.4,66.8,5.4,48.8,2.9,6.57,6,2,0,4,43.3,21.0,68.4,17.4,51.6,39.2,0.25,2.27
STU_04674,above_avg,3,6.44,6.63,6.05,0.58,86.4,85.0,66.3,78.6,91.0,6.6,47.5,50.3,7.45,6,0,3,1,65.0,43.3,77.2,12.1,75.3,59.9,0.25,8.14
STU_04675,failing,5,0.0,0.0,0.0,0.0,29.0,19.8,23.2,39.6,37.0,1.5,18.9,24.3,5.47,4,4,0,4,13.6,2.0,30.0,10.2,20.9,6.2,0.5,0.0
STU_04676,struggling,5,0.04,0.0,0.0,0.0,36.8,28.2,8.5,35.3,7.8,2.8,8.9,17.1,6.87,4,4,0,4,9.4,2.0,28.1,10.9,15.1,3.8,0.5,1.12
STU_04677,average,5,3.76,4.11,3.5,0.61,61.7,60.2,69.5,90.6,48.6,3.0,29.7,21.5,4.74,4,1,2,1,63.4,39.9,81.4,17.3,79.9,46.9,0.5,6.62
STU_04678,topper,4,9.5,9.82,10.0,-0.18,93.3,92.0,84.4,90.3,98.8,11.3,66.8,20.1,5.65,7,0,7,0,86.8,79.5,100.0,6.7,96.0,83.1,0.38,9.89
STU_04679,below_avg,4,3.26,2.09,4.32,-2.23,60.7,52.1,36.3,37.9,61.9,3.2,59.0,0.0,6.17,7,4,0,5,36.3,10.7,59.2,18.3,48.4,31.5,0.38,1.11
STU_04680,below_avg,4,0.99,1.09,0.0,1.09,73.1,45.7,26.1,28.5,44.6,1.5,55.5,52.8,6.02,7,6,0,6,28.7,4.3,52.4,16.3,21.5,31.6,0.38,0.56
STU_04681,topper,7,9.46,10.0,8.25,1.75,95.1,81.7,91.2,100.0,97.4,9.8,74.6,45.4,5.44,3,0,3,0,92.2,83.2,97.5,6.4,96.7,83.2,0.75,10.0
STU_04682,above_avg,7,6.78,6.17,7.12,-0.95,80.4,70.0,64.9,75.2,58.1,5.3,72.2,13.0,4.51,3,0,0,0,60.5,52.5,69.6,7.0,61.0,59.4,0.75,6.5
STU_04683,strong,6,7.58,7.5,7.22,0.28,84.9,89.9,82.2,67.2,63.5,7.9,37.7,23.1,5.89,4,0,2,0,71.0,65.5,76.7,4.2,71.6,69.1,0.62,7.0
STU_04684,average,3,2.87,4.84,1.89,2.95,70.4,60.3,42.0,77.7,63.3,5.0,54.3,3.7,6.7,6,1,1,2,51.8,23.4,76.1,15.6,65.1,45.2,0.25,6.77
STU_04685,strong,4,7.11,6.95,6.84,0.11,89.4,84.0,70.0,76.5,57.4,6.2,59.1,41.8,5.55,7,0,2,0,65.8,50.1,83.5,10.2,75.3,62.0,0.38,6.89
STU_04686,failing,7,0.5,0.67,0.0,0.67,10.9,9.5,26.8,58.0,40.7,1.4,36.3,0.0,5.72,3,2,0,3,23.1,2.7,43.3,16.6,33.3,2.7,0.75,0.0
STU_04687,above_avg,6,5.85,7.0,4.56,2.44,70.3,69.4,58.1,71.7,53.1,6.5,76.7,49.7,6.81,4,0,1,0,63.6,53.0,72.2,7.5,61.9,69.0,0.62,7.67
STU_04688,below_avg,4,0.0,0.0,0.0,0.0,53.0,52.5,23.0,38.9,36.3,2.4,31.6,19.3,5.94,7,7,0,7,19.9,2.0,34.9,11.4,27.7,16.7,0.38,0.0
STU_04689,below_avg,4,0.16,0.27,0.0,0.27,59.9,51.1,31.8,40.3,23.4,2.8,49.7,24.8,4.13,7,6,0,6,28.5,2.0,51.3,14.9,38.6,24.5,0.38,0.0
STU_04690,improving,7,4.6,6.67,1.25,5.42,74.9,76.6,69.9,63.8,66.2,6.5,37.3,24.3,6.07,3,0,1,0,65.2,58.6,75.4,7.3,68.5,58.6,0.75,7.33
STU_04691,average,4,3.81,2.68,4.21,-1.53,57.7,53.9,50.9,59.3,61.0,2.9,32.8,22.2,4.94,7,4,0,4,46.2,33.3,66.5,13.4,51.7,43.9,0.38,2.78
STU_04692,strong,4,7.96,6.95,8.42,-1.47,76.1,78.0,62.7,83.8,67.7,7.9,51.9,25.6,5.87,7,0,1,0,65.6,57.4,81.7,7.1,74.5,62.0,0.38,7.89
STU_04693,strong,3,7.85,7.47,8.32,-0.85,97.7,80.9,70.2,73.4,61.8,7.5,94.7,39.8,6.31,6,0,3,0,71.5,64.3,88.5,8.1,80.2,67.2,0.25,8.41
STU_04694,above_avg,5,6.18,6.33,5.59,0.74,71.6,79.5,68.8,78.6,67.1,4.6,55.1,16.6,7.23,4,0,1,0,61.0,51.8,71.8,7.9,68.5,53.5,0.5,7.5
STU_04695,average,6,6.53,6.75,6.33,0.42,68.7,70.0,61.2,88.5,41.1,3.7,94.7,53.1,7.17,4,0,1,0,64.5,56.8,84.0,11.3,67.1,56.8,0.62,6.83
STU_04696,below_avg,3,0.43,1.16,0.32,0.84,72.4,37.7,37.2,42.1,32.7,3.0,27.9,16.1,7.25,6,4,0,5,32.1,16.2,52.4,12.7,43.0,26.6,0.25,1.59
STU_04697,strong,3,7.86,7.37,7.47,-0.1,89.0,90.1,67.4,92.6,74.2,5.8,62.1,4.0,5.81,6,0,2,0,70.3,58.0,86.4,8.9,77.2,66.9,0.25,8.32
STU_04698,below_avg,4,3.06,3.09,3.16,-0.07,59.7,44.9,38.8,45.3,46.8,2.2,51.2,22.8,6.11,7,4,0,5,38.6,21.0,64.7,14.5,32.1,41.1,0.38,3.0
STU_04699,average,4,0.24,0.27,0.84,-0.57,61.1,56.6,31.7,47.9,17.0,2.6,58.9,15.0,5.37,7,6,0,6,29.4,8.5,52.4,12.3,39.9,25.2,0.38,0.0
STU_04700,average,6,4.86,5.25,2.89,2.36,69.7,62.9,55.8,32.1,71.8,2.1,70.4,16.6,7.14,4,0,0,3,47.1,42.0,53.5,4.4,45.0,53.5,0.62,5.17
STU_04701,topper,5,9.76,9.56,9.82,-0.26,97.0,89.7,87.0,100.0,83.6,10.6,70.6,50.8,6.35,4,0,4,0,91.0,77.1,100.0,9.6,100.0,82.1,0.5,10.0
STU_04702,below_avg,3,0.16,0.32,0.0,0.32,55.5,37.6,24.8,43.7,27.9,3.3,50.8,63.6,5.99,6,5,0,5,21.6,2.0,52.0,16.3,39.5,12.6,0.25,0.73
STU_04703,average,6,5.44,7.12,2.89,4.23,71.3,63.3,54.0,78.2,56.7,2.2,47.0,16.3,6.63,4,0,1,0,60.8,53.0,72.8,7.9,56.8,72.8,0.62,10.0
STU_04704,average,4,1.69,1.64,2.21,-0.57,72.5,72.6,31.8,70.4,70.3,4.7,54.9,0.0,5.13,7,4,0,7,37.6,27.8,43.5,4.9,39.1,36.9,0.38,2.89
STU_04705,below_avg,4,2.89,1.09,5.05,-3.96,63.2,28.8,27.2,40.5,61.0,2.6,35.0,32.4,6.61,7,5,0,7,27.8,5.4,47.0,12.4,33.9,25.4,0.38,0.67
STU_04706,topper,4,9.82,9.45,10.0,-0.55,94.7,87.0,84.8,100.0,57.1,8.6,67.1,35.7,5.43,7,0,7,0,85.2,72.6,98.9,8.9,97.0,80.5,0.38,10.0
STU_04707,failing,4,0.6,0.0,0.0,0.0,23.6,23.1,10.2,12.9,4.6,1.5,33.7,18.2,6.7,7,7,0,7,6.5,2.0,27.2,8.6,3.0,7.9,0.38,0.0
STU_04708,above_avg,6,7.55,6.62,8.44,-1.82,81.3,80.5,68.3,56.0,70.6,6.5,86.0,20.1,5.88,4,0,1,0,64.0,50.0,71.0,8.2,68.6,50.0,0.62,5.83
STU_04709,average,4,5.34,4.91,7.0,-2.09,78.5,54.9,57.5,63.4,89.0,3.5,47.5,25.7,6.29,7,1,0,3,53.4,34.1,64.1,10.0,56.2,52.2,0.38,3.89
STU_04710,average,5,5.26,6.22,3.95,2.27,76.7,76.6,60.4,85.5,53.5,5.9,69.4,25.5,5.7,4,0,0,0,59.9,53.4,67.7,6.2,66.1,53.8,0.5,7.5
STU_04711,above_avg,5,2.7,2.44,3.68,-1.24,71.1,61.1,55.1,66.7,39.2,4.7,51.5,0.0,6.02,4,2,0,3,43.7,22.2,67.2,16.4,52.4,35.0,0.5,6.0
STU_04712,struggling,4,0.0,0.0,0.0,0.0,52.0,30.9,6.8,11.3,12.9,2.9,25.6,10.9,6.76,7,7,0,7,11.3,2.0,27.7,11.0,24.2,6.2,0.38,0.0
STU_04713,average,7,3.04,4.17,2.38,1.79,75.0,61.6,49.9,40.5,67.0,3.0,28.1,36.9,6.03,3,1,0,3,42.2,33.7,46.6,6.0,40.0,46.6,0.75,1.83
STU_04714,average,6,4.66,4.12,5.67,-1.55,72.3,60.3,49.1,37.4,31.9,5.2,75.0,42.8,5.81,4,1,0,3,41.5,27.5,52.9,9.2,41.9,40.5,0.62,1.83
STU_04715,above_avg,5,6.94,7.33,6.82,0.51,87.8,73.1,70.7,100.0,61.9,7.6,64.6,45.3,6.35,4,0,2,0,79.1,59.2,100.0,18.4,97.5,60.8,0.5,9.12
STU_04716,average,4,1.19,0.27,2.21,-1.94,76.9,69.9,24.7,39.8,29.3,2.2,40.4,0.0,7.79,7,6,0,6,29.8,7.9,50.2,11.9,42.9,24.6,0.38,3.0
STU_04717,strong,3,8.29,7.37,8.47,-1.1,90.0,81.8,56.8,72.0,47.2,9.4,50.2,0.0,5.6,6,0,3,0,67.9,52.7,76.4,7.7,72.2,65.7,0.25,7.27
STU_04718,above_avg,4,6.98,6.95,7.21,-0.26,82.6,73.6,64.2,82.5,54.3,7.6,62.9,47.7,7.58,7,0,2,0,67.6,53.9,78.0,6.8,74.9,64.6,0.38,6.44
STU_04719,strong,5,7.05,7.22,6.82,0.4,83.1,82.4,66.8,76.6,55.8,6.3,71.6,51.7,6.13,4,0,2,0,68.8,53.7,80.1,11.4,79.8,57.9,0.5,8.25
STU_04720,improving,3,5.0,6.63,2.0,4.63,84.5,76.9,63.1,75.3,65.1,6.4,45.1,32.7,4.96,6,0,0,1,59.4,43.0,69.1,9.1,52.5,62.9,0.25,5.82
STU_04721,average,5,0.52,1.22,0.45,0.77,74.0,60.3,43.0,58.3,64.3,3.4,62.4,16.1,6.44,4,2,0,3,41.5,24.6,63.0,14.2,53.6,29.4,0.5,1.25
STU_04722,average,5,1.61,0.56,1.73,-1.17,59.8,69.4,28.0,44.5,46.0,3.6,32.8,56.7,5.13,4,3,0,4,30.9,18.9,46.5,11.4,33.9,27.9,0.5,0.0
STU_04723,strong,3,8.23,8.16,8.16,0.0,84.0,95.2,82.5,70.1,77.3,8.7,59.9,0.0,6.11,6,0,4,0,75.4,59.9,90.3,10.5,80.0,73.0,0.25,9.45
STU_04724,struggling,3,0.0,0.0,0.0,0.0,55.3,41.5,10.1,4.0,34.7,0.7,66.6,0.0,5.77,6,6,0,6,7.1,2.0,12.2,4.1,11.4,5.0,0.25,0.23
STU_04725,failing,4,0.21,0.0,0.0,0.0,25.9,18.5,10.6,8.7,38.4,1.9,50.1,0.0,6.37,7,7,0,7,7.4,2.0,23.0,8.6,12.5,5.4,0.38,0.0
STU_04726,strong,5,8.23,8.22,7.68,0.54,84.7,87.6,82.6,80.7,67.8,5.0,73.5,37.3,5.68,4,0,2,0,75.3,66.2,92.1,10.3,79.8,71.0,0.5,10.0
STU_04727,average,3,2.66,0.95,4.11,-3.16,75.6,68.0,33.1,57.8,49.5,4.4,71.9,35.3,6.89,6,4,0,5,37.8,22.7,63.3,13.1,53.0,30.2,0.25,0.0
STU_04728,failing,3,0.25,0.0,0.0,0.0,12.2,7.2,2.9,10.1,1.1,1.0,8.5,11.0,6.59,6,6,0,6,3.4,2.0,10.4,3.1,6.2,2.0,0.25,0.0
STU_04729,strong,3,6.17,6.95,6.16,0.79,93.8,88.6,60.5,59.3,77.8,8.6,61.8,45.5,5.69,6,0,1,0,62.1,52.3,70.4,5.8,56.4,64.9,0.25,8.36
STU_04730,strong,3,5.92,8.26,3.84,4.42,85.0,79.7,77.7,63.3,60.3,6.1,59.1,23.2,6.53,6,0,3,0,73.6,62.2,95.7,11.0,65.0,77.9,0.25,9.64
STU_04731,above_avg,3,5.13,6.84,4.11,2.73,71.8,84.2,59.5,89.7,73.1,4.3,71.6,58.9,4.98,6,0,3,0,64.9,52.8,76.8,9.3,75.5,59.6,0.25,8.32
STU_04732,failing,4,0.0,0.0,0.0,0.0,15.4,16.4,3.7,2.0,43.5,2.0,0.0,8.3,6.15,7,7,0,7,4.3,2.0,10.0,3.4,6.0,3.6,0.38,0.0
STU_04733,average,4,0.71,0.91,0.0,0.91,71.4,52.1,32.4,27.3,57.9,3.2,27.5,36.1,7.78,7,6,0,7,36.8,30.8,45.8,4.6,36.9,36.8,0.38,1.33
STU_04734,struggling,5,0.0,0.0,0.0,0.0,34.6,14.1,10.8,38.7,17.6,0.7,29.9,28.0,5.88,4,4,0,4,7.6,2.0,24.3,9.7,13.2,2.0,0.5,0.0
STU_04735,above_avg,4,7.38,6.45,8.32,-1.87,87.0,81.1,66.3,65.4,54.6,5.9,35.6,50.4,6.64,7,0,1,2,62.2,48.5,78.3,10.4,68.6,59.6,0.38,7.33
STU_04736,topper,4,9.65,9.64,10.0,-0.36,97.7,91.5,81.3,100.0,73.6,8.9,43.9,40.8,6.27,7,0,7,0,84.6,78.3,100.0,7.0,94.0,80.8,0.38,10.0
STU_04737,below_avg,3,1.01,2.21,0.32,1.89,54.7,61.4,34.4,45.3,59.9,3.4,43.3,31.7,5.4,6,3,0,5,39.6,26.0,50.6,8.5,44.7,37.0,0.25,1.59
STU_04738,topper,4,9.78,9.82,10.0,-0.18,97.0,95.4,88.4,100.0,94.8,10.3,75.0,9.7,6.61,7,0,7,0,89.3,77.9,100.0,7.3,98.0,85.8,0.38,10.0
STU_04739,average,5,2.31,1.78,3.14,-1.36,66.8,64.8,45.4,81.9,56.9,4.3,71.7,36.6,7.62,4,2,1,2,44.5,4.7,76.2,27.2,68.8,20.2,0.5,2.5
STU_04740,average,4,3.76,5.05,3.21,1.84,75.3,52.1,57.8,69.8,65.7,2.0,47.8,8.8,6.2,7,1,2,2,56.8,31.4,74.6,14.0,67.9,52.3,0.38,5.11
STU_04741,strong,4,6.6,6.68,6.68,0.0,82.7,88.1,63.5,96.5,73.1,9.7,93.5,54.0,5.85,7,0,3,1,66.7,43.0,87.2,14.1,82.2,60.6,0.38,6.78
STU_04742,strong,7,7.44,7.83,6.88,0.95,82.5,93.1,71.7,78.1,71.5,8.3,71.5,64.6,5.29,3,0,2,0,69.3,61.9,74.8,5.4,66.6,74.8,0.75,9.17
STU_04743,topper,5,9.93,10.0,9.82,0.18,94.1,84.1,88.1,94.6,97.0,9.9,85.8,51.8,5.65,4,0,4,0,92.5,85.8,100.0,5.5,97.7,87.4,0.5,10.0
STU_04744,average,4,0.9,0.45,0.84,-0.39,75.1,67.6,27.2,50.1,38.0,5.1,31.4,0.0,5.42,7,5,0,6,28.2,7.3,52.6,15.9,47.0,20.6,0.38,0.67
STU_04745,strong,7,8.41,7.67,8.5,-0.83,81.8,91.3,79.4,96.7,81.7,7.2,92.5,43.9,7.04,3,0,2,0,74.4,67.3,83.7,6.9,78.0,67.3,0.75,7.5
STU_04746,struggling,3,0.0,0.0,0.21,-0.21,53.6,13.9,19.6,11.0,4.4,0.0,27.2,40.5,6.94,6,6,0,6,9.2,2.0,21.1,6.4,15.5,6.0,0.25,0.0
STU_04747,strong,4,7.18,7.45,6.84,0.61,86.1,83.6,69.5,100.0,59.5,6.2,62.2,20.9,6.97,7,0,4,0,70.9,56.7,84.3,9.3,83.8,65.8,0.38,8.89
STU_04748,topper,5,10.0,10.0,9.82,0.18,93.8,95.9,91.0,100.0,68.5,9.7,63.5,37.9,6.55,4,0,4,0,90.2,85.7,99.4,5.4,93.8,86.6,0.5,9.0
